episode,reward,length,epsilon,eval_mean_5
148,-76.19999999999999,7,0.8882985520123506,-7.699999999999974
149,-81.3,8,0.8875879131707407,-7.699999999999974
150,-76.19999999999999,7,0.8868778428402041,-12.59999999999998
151,-61.8,13,0.886168340565932,-12.59999999999998
152,-56.5,10,0.8854594058934792,-12.59999999999998
153,-74.0,15,0.8847510383687643,-12.59999999999998
154,-72.5,10,0.8840432375380693,-12.59999999999998
155,-76.4,9,0.8833360029480388,-12.59999999999998
156,-86.3,8,0.8826293341456803,-12.59999999999998
157,-34.500000000000014,30,0.8819232306783638,-12.59999999999998
158,-82.4,9,0.8812176920938211,-12.59999999999998
159,-87.19999999999999,7,0.880512717940146,-12.59999999999998
160,-66.80000000000001,13,0.8798083077657938,-12.59999999999998
161,-81.19999999999999,7,0.8791044611195811,-12.59999999999998
162,-81.1,6,0.8784011775506854,-12.59999999999998
163,-77.29999999999998,8,0.8776984566086448,-12.59999999999998
164,-49.100000000000016,26,0.8769962978433579,-12.59999999999998
165,-66.7,12,0.8762947008050832,-12.59999999999998
166,-39.100000000000016,26,0.8755936650444391,-12.59999999999998
167,-38.50000000000001,20,0.8748931901124035,-12.59999999999998
168,-72.0,15,0.8741932755603136,-12.59999999999998
169,-92.19999999999999,7,0.8734939209398653,-12.59999999999998
170,-76.1,6,0.8727951258031135,-12.59999999999998
171,-86.19999999999999,7,0.872096889702471,-12.59999999999998
172,-52.40000000000001,19,0.871399212190709,-12.59999999999998
173,-92.19999999999999,7,0.8707020928209565,-12.59999999999998
174,-76.1,6,0.8700055311466997,-12.59999999999998
175,-48.30000000000001,18,0.8693095267217823,-12.59999999999998
176,-77.5,10,0.8686140791004049,-12.59999999999998
177,-81.5,10,0.8679191878371245,-12.59999999999998
178,-71.19999999999999,7,0.8672248524868548,-12.59999999999998
179,-92.69999999999999,12,0.8665310726048653,-12.59999999999998
180,19.800000000000153,47,0.8658378477467814,-12.59999999999998
181,-71.5,10,0.865145177468584,-12.59999999999998
182,-56.6,11,0.8644530613266092,-12.59999999999998
183,-67.69999999999999,12,0.8637614988775478,-12.59999999999998
184,-73.60000000000001,21,0.8630704896784458,-12.59999999999998
185,-86.3,8,0.862380033286703,-12.59999999999998
186,-56.6,11,0.8616901292600736,-12.59999999999998
187,-61.5,10,0.8610007771566656,-12.59999999999998
188,-47.30000000000001,18,0.8603119765349402,-12.59999999999998
189,-76.1,6,0.8596237269537123,-12.59999999999998
190,-83.6,11,0.8589360279721493,-12.59999999999998
191,-92.3,8,0.8582488791497715,-12.59999999999998
192,-92.3,8,0.8575622800464517,-12.59999999999998
193,-71.19999999999999,7,0.8568762302224145,-12.59999999999998
194,-77.4,9,0.8561907292382366,-12.59999999999998
195,-81.3,8,0.855505776654846,-12.59999999999998
196,-76.1,6,0.854821372033522,-12.59999999999998
197,-66.5,10,0.8541375149358952,-12.59999999999998
198,-43.200000000000024,27,0.8534542049239464,-12.59999999999998
199,-81.3,8,0.8527714415600073,-12.59999999999998
200,-81.3,8,0.8520892244067593,-19.949999999999985
201,-71.5,10,0.8514075530272338,-19.949999999999985
202,-81.3,8,0.850726426984812,-19.949999999999985
203,-82.5,10,0.8500458458432242,-19.949999999999985
204,-86.19999999999999,7,0.8493658091665496,-19.949999999999985
205,-76.3,8,0.8486863165192163,-19.949999999999985
206,-68.7,12,0.8480073674660009,-19.949999999999985
207,-42.400000000000006,19,0.8473289615720281,-19.949999999999985
208,-81.19999999999999,7,0.8466510984027704,-19.949999999999985
209,-71.19999999999999,7,0.8459737775240482,-19.949999999999985
210,-92.3,8,0.845296998502029,-19.949999999999985
211,-84.6,11,0.8446207609032274,-19.949999999999985
212,-81.1,6,0.8439450642945048,-19.949999999999985
213,-76.19999999999999,7,0.8432699082430691,-19.949999999999985
214,-82.39999999999999,9,0.8425952923164747,-19.949999999999985
215,-86.3,8,0.8419212160826215,-19.949999999999985
216,-76.19999999999999,7,0.8412476791097554,-19.949999999999985
217,-48.50000000000001,20,0.8405746809664676,-19.949999999999985
218,-81.19999999999999,7,0.8399022212216944,-19.949999999999985
219,-81.79999999999998,13,0.839230299444717,-19.949999999999985
220,-33.60000000000001,21,0.8385589152051612,-19.949999999999985
221,-67.5,10,0.8378880680729971,-19.949999999999985
222,-93.39999999999999,9,0.8372177576185387,-19.949999999999985
223,-41.10000000000006,56,0.8365479834124439,-19.949999999999985
224,-62.20000000000001,17,0.8358787450257139,-19.949999999999985
225,-67.69999999999999,12,0.8352100420296933,-19.949999999999985
226,-66.5,10,0.8345418739960695,-19.949999999999985
227,-66.3,8,0.8338742404968726,-19.949999999999985
228,-77.29999999999998,8,0.8332071411044751,-19.949999999999985
229,-81.0,5,0.8325405753915915,-19.949999999999985
230,-72.5,10,0.8318745429312783,-19.949999999999985
231,-77.30000000000001,18,0.8312090432969332,-19.949999999999985
232,-64.9,24,0.8305440760622956,-19.949999999999985
233,-76.19999999999999,7,0.8298796408014458,-19.949999999999985
234,-47.90000000000002,24,0.8292157370888047,-19.949999999999985
235,-62.7,12,0.8285523644991336,-19.949999999999985
236,-76.3,8,0.8278895226075342,-19.949999999999985
237,-71.9,14,0.8272272109894482,-19.949999999999985
238,-72.5,10,0.8265654292206566,-19.949999999999985
239,-86.19999999999999,7,0.82590417687728,-19.949999999999985
240,-77.5,10,0.8252434535357782,-19.949999999999985
241,-86.19999999999999,7,0.8245832587729496,-19.949999999999985
242,-81.3,8,0.8239235921659313,-19.949999999999985
243,-98.5,10,0.8232644532921984,-19.949999999999985
244,-76.19999999999999,7,0.8226058417295646,-19.949999999999985
245,-76.19999999999999,7,0.821947757056181,-19.949999999999985
246,-39.400000000000006,19,0.821290198850536,-19.949999999999985
247,-81.0,5,0.8206331666914556,-19.949999999999985
248,-86.3,8,0.8199766601581024,-19.949999999999985
249,-46.900000000000006,14,0.819320678829976,-19.949999999999985
250,-33.900000000000006,24,0.818665222286912,-19.479999999999983
251,-81.29999999999998,8,0.8180102901090824,-19.479999999999983
252,-92.3,8,0.8173558818769951,-19.479999999999983
253,-86.19999999999999,7,0.8167019971714935,-19.479999999999983
254,-86.3,8,0.8160486355737563,-19.479999999999983
255,-71.3,8,0.8153957966652973,-19.479999999999983
256,-76.5,10,0.814743480027965,-19.479999999999983
257,-56.800000000000004,13,0.8140916852439426,-19.479999999999983
258,-77.29999999999998,8,0.8134404118957475,-19.479999999999983
259,-71.29999999999998,8,0.8127896595662308,-19.479999999999983
260,-77.4,9,0.8121394278385778,-19.479999999999983
261,-66.39999999999999,9,0.811489716296307,-19.479999999999983
262,-77.6,11,0.8108405245232699,-19.479999999999983
263,-81.3,8,0.8101918521036513,-19.479999999999983
264,-72.69999999999999,12,0.8095436986219684,-19.479999999999983
265,-62.10000000000001,16,0.8088960636630708,-19.479999999999983
266,-66.4,9,0.8082489468121403,-19.479999999999983
267,-76.19999999999999,7,0.8076023476546906,-19.479999999999983
268,-56.5,10,0.8069562657765669,-19.479999999999983
269,-61.6,11,0.8063107007639456,-19.479999999999983
270,-48.90000000000002,24,0.8056656522033344,-19.479999999999983
271,-61.6,11,0.8050211196815718,-19.479999999999983
272,-92.39999999999999,9,0.8043771027858265,-19.479999999999983
273,-82.5,10,0.8037336011035978,-19.479999999999983
274,-71.9,14,0.8030906142227149,-19.479999999999983
275,-61.7,12,0.8024481417313367,-19.479999999999983
276,-76.1,6,0.8018061832179516,-19.479999999999983
277,-91.3,8,0.8011647382713772,-19.479999999999983
278,-67.50000000000001,20,0.8005238064807602,-19.479999999999983
279,-14.899999999999991,34,0.7998833874355755,-19.479999999999983
280,-49.40000000000003,29,0.799243480725627,-19.479999999999983
281,-81.3,8,0.7986040859410465,-19.479999999999983
282,-81.19999999999999,7,0.7979652026722936,-19.479999999999983
283,29.10000000000008,44,0.7973268305101558,-19.479999999999983
284,-76.39999999999999,9,0.7966889690457477,-19.479999999999983
285,-81.3,8,0.796051617870511,-19.479999999999983
286,-82.3,8,0.7954147765762146,-19.479999999999983
287,-35.000000000000014,25,0.7947784447549536,-19.479999999999983
288,-43.10000000000002,26,0.7941426219991496,-19.479999999999983
289,-78.19999999999999,17,0.7935073079015503,-19.479999999999983
290,-76.3,8,0.7928725020552291,-19.479999999999983
291,-76.29999999999998,8,0.7922382040535849,-19.479999999999983
292,-39.30000000000002,28,0.791604413490342,-19.479999999999983
293,-92.6,11,0.7909711299595498,-19.479999999999983
294,-71.3,8,0.7903383530555821,-19.479999999999983
295,-81.29999999999998,8,0.7897060823731376,-19.479999999999983
296,-87.3,8,0.789074317507239,-19.479999999999983
297,-81.1,6,0.7884430580532332,-19.479999999999983
298,-66.5,10,0.7878123036067907,-19.479999999999983
299,-67.1,16,0.7871820537639053,-19.479999999999983
300,-87.19999999999999,7,0.7865523081208942,-26.359999999999992
301,-76.19999999999999,7,0.7859230662743975,-26.359999999999992
302,-92.19999999999999,7,0.7852943278213779,-26.359999999999992
303,-32.5,20,0.7846660923591208,-26.359999999999992
304,-82.3,8,0.7840383594852335,-26.359999999999992
305,-76.4,9,0.7834111287976453,-26.359999999999992
306,-92.19999999999999,7,0.7827843998946071,-26.359999999999992
307,-72.2,17,0.7821581723746914,-26.359999999999992
308,-22.79999999999997,23,0.7815324458367917,-26.359999999999992
309,-67.69999999999999,12,0.7809072198801222,-26.359999999999992
310,-66.3,8,0.7802824941042181,-26.359999999999992
311,-81.1,6,0.7796582681089347,-26.359999999999992
312,-71.4,9,0.7790345414944475,-26.359999999999992
313,-72.6,11,0.778411313861252,-26.359999999999992
314,-56.8,13,0.7777885848101629,-26.359999999999992
315,20.10000000000008,34,0.7771663539423147,-26.359999999999992
316,-76.1,6,0.7765446208591609,-26.359999999999992
317,-38.200000000000024,27,0.7759233851624735,-26.359999999999992
318,-81.19999999999999,7,0.7753026464543435,-26.359999999999992
319,-61.7,12,0.77468240433718,-26.359999999999992
320,-87.39999999999999,9,0.7740626584137102,-26.359999999999992
321,-81.3,8,0.7734434082869792,-26.359999999999992
322,-71.5,10,0.7728246535603496,-26.359999999999992
323,-77.5,10,0.7722063938375012,-26.359999999999992
324,-86.1,6,0.7715886287224312,-26.359999999999992
325,-86.19999999999999,7,0.7709713578194533,-26.359999999999992
326,-62.30000000000001,18,0.7703545807331976,-26.359999999999992
327,-76.6,11,0.7697382970686111,-26.359999999999992
328,-77.39999999999999,9,0.7691225064309561,-26.359999999999992
329,-76.3,8,0.7685072084258113,-26.359999999999992
330,-71.5,10,0.7678924026590707,-26.359999999999992
331,-76.19999999999999,7,0.7672780887369434,-26.359999999999992
332,-81.1,6,0.7666642662659537,-26.359999999999992
333,-72.5,10,0.766050934852941,-26.359999999999992
334,-28.099999999999994,26,0.7654380941050586,-26.359999999999992
335,-81.6,11,0.7648257436297745,-26.359999999999992
336,-87.1,6,0.7642138830348707,-26.359999999999992
337,-87.6,11,0.7636025119284428,-26.359999999999992
338,-86.19999999999999,7,0.7629916299189,-26.359999999999992
339,-63.9,14,0.7623812366149649,-26.359999999999992
340,-23.499999999999986,30,0.7617713316256729,-26.359999999999992
341,-0.29999999999988347,48,0.7611619145603723,-26.359999999999992
342,-47.90000000000002,24,0.760552985028724,-26.359999999999992
343,-61.4,9,0.759944542640701,-26.359999999999992
344,-86.1,6,0.7593365870065885,-26.359999999999992
345,-76.19999999999999,7,0.7587291177369831,-26.359999999999992
346,-82.5,10,0.7581221344427935,-26.359999999999992
347,-77.5,10,0.7575156367352393,-26.359999999999992
348,-67.6,11,0.7569096242258511,-26.359999999999992
349,-71.5,10,0.7563040965264703,-26.359999999999992
350,-48.50000000000001,20,0.7556990532492491,-21.479999999999983
351,-63.0,15,0.7550944940066497,-21.479999999999983
352,-32.80000000000001,23,0.7544904184114444,-21.479999999999983
353,-76.1,6,0.7538868260767152,-21.479999999999983
354,-73.30000000000001,18,0.7532837166158538,-21.479999999999983
355,-34.59999999999998,31,0.7526810896425611,-21.479999999999983
356,-82.29999999999998,8,0.752078944770847,-21.479999999999983
357,-47.30000000000001,18,0.7514772816150304,-21.479999999999983
358,-86.19999999999999,7,0.7508760997897383,-21.479999999999983
359,-87.3,8,0.7502753989099066,-21.479999999999983
360,-87.3,8,0.7496751785907786,-21.479999999999983
361,-73.1,16,0.7490754384479059,-21.479999999999983
362,-76.29999999999998,8,0.7484761780971476,-21.479999999999983
363,-76.1,6,0.7478773971546698,-21.479999999999983
364,-81.19999999999999,7,0.7472790952369461,-21.479999999999983
365,-67.6,11,0.7466812719607565,-21.479999999999983
366,-77.6,11,0.7460839269431879,-21.479999999999983
367,-46.900000000000006,14,0.7454870598016333,-21.479999999999983
368,-78.5,10,0.744890670153792,-21.479999999999983
369,-62.900000000000006,14,0.744294757617669,-21.479999999999983
370,-81.39999999999999,9,0.7436993218115748,-21.479999999999983
371,-66.6,11,0.7431043623541256,-21.479999999999983
372,-86.19999999999999,7,0.7425098788642422,-21.479999999999983
373,-77.5,10,0.7419158709611509,-21.479999999999983
374,-57.50000000000001,20,0.7413223382643819,-21.479999999999983
375,-63.0,15,0.7407292803937704,-21.479999999999983
376,-71.4,9,0.7401366969694554,-21.479999999999983
377,-81.0,5,0.7395445876118798,-21.479999999999983
378,58.80000000000015,57,0.7389529519417902,-21.479999999999983
379,-73.1,16,0.7383617895802368,-21.479999999999983
380,-73.6,11,0.7377711001485726,-21.479999999999983
381,-66.4,9,0.7371808832684538,-21.479999999999983
382,-81.1,6,0.736591138561839,-21.479999999999983
383,-68.30000000000001,18,0.7360018656509895,-21.479999999999983
384,-28.900000000000006,24,0.7354130641584686,-21.479999999999983
385,-71.5,10,0.7348247337071419,-21.479999999999983
386,-71.29999999999998,8,0.7342368739201761,-21.479999999999983
387,-47.00000000000001,15,0.7336494844210399,-21.479999999999983
388,9.700000000000088,38,0.7330625648335031,-21.479999999999983
389,-81.0,5,0.7324761147816362,-21.479999999999983
390,-63.60000000000001,21,0.7318901338898108,-21.479999999999983
391,-87.1,6,0.731304621782699,-21.479999999999983
392,-51.9,14,0.7307195780852728,-21.479999999999983
393,-86.3,8,0.7301350024228045,-21.479999999999983
394,-82.5,10,0.7295508944208662,-21.479999999999983
395,-82.8,13,0.7289672537053294,-21.479999999999983
396,-52.1,16,0.7283840799023652,-21.479999999999983
397,-47.300000000000004,18,0.7278013726384432,-21.479999999999983
398,-77.39999999999999,9,0.7272191315403325,-21.479999999999983
399,-87.39999999999999,9,0.7266373562351002,-21.479999999999983
400,-76.29999999999998,8,0.7260560463501121,-6.999999999999636
401,-77.6,11,0.725475201513032,-6.999999999999636
402,-51.7,12,0.7248948213518216,-6.999999999999636
403,-51.7,12,0.7243149054947401,-6.999999999999636
404,-77.5,10,0.7237354535703443,-6.999999999999636
405,-66.3,8,0.723156465207488,-6.999999999999636
406,-56.8,13,0.7225779400353219,-6.999999999999636
407,-67.6,11,0.7219998776832937,-6.999999999999636
408,-76.7,12,0.721422277781147,-6.999999999999636
409,-86.3,8,0.7208451399589221,-6.999999999999636
410,-76.29999999999998,8,0.720268463846955,-6.999999999999636
411,-76.5,10,0.7196922490758774,-6.999999999999636
412,-82.39999999999999,9,0.7191164952766167,-6.999999999999636
413,-48.70000000000001,22,0.7185412020803954,-6.999999999999636
414,-86.3,8,0.717966369118731,-6.999999999999636
415,-81.5,10,0.7173919960234361,-6.999999999999636
416,-76.29999999999998,8,0.7168180824266173,-6.999999999999636
417,-67.5,10,0.716244627960676,-6.999999999999636
418,-72.6,11,0.7156716322583074,-6.999999999999636
419,-81.19999999999999,7,0.7150990949525008,-6.999999999999636
420,-83.5,10,0.7145270156765388,-6.999999999999636
421,-41.900000000000006,14,0.7139553940639976,-6.999999999999636
422,-71.5,10,0.7133842297487464,-6.999999999999636
423,-86.3,8,0.7128135223649473,-6.999999999999636
424,-71.5,10,0.7122432715470554,-6.999999999999636
425,-77.5,10,0.7116734769298177,-6.999999999999636
426,-61.7,12,0.7111041381482739,-6.999999999999636
427,-86.3,8,0.7105352548377553,-6.999999999999636
428,-63.2,17,0.709966826633885,-6.999999999999636
429,-87.3,8,0.7093988531725779,-6.999999999999636
430,-87.19999999999999,7,0.7088313340900398,-6.999999999999636
431,-42.30000000000001,18,0.7082642690227678,-6.999999999999636
432,-53.80000000000001,23,0.7076976576075497,-6.999999999999636
433,-87.19999999999999,7,0.7071314994814636,-6.999999999999636
434,-83.5,10,0.7065657942818784,-6.999999999999636
435,-76.39999999999999,9,0.7060005416464529,-6.999999999999636
436,-76.19999999999999,7,0.7054357412131357,-6.999999999999636
437,-58.900000000000006,24,0.7048713926201652,-6.999999999999636
438,-93.39999999999999,9,0.7043074955060691,-6.999999999999636
439,-87.3,8,0.7037440495096642,-6.999999999999636
440,-71.3,8,0.7031810542700564,-6.999999999999636
441,-82.19999999999999,7,0.7026185094266403,-6.999999999999636
442,-66.4,9,0.702056414619099,-6.999999999999636
443,-61.4,9,0.7014947694874036,-6.999999999999636
444,-81.19999999999999,7,0.7009335736718137,-6.999999999999636
445,-76.29999999999998,8,0.7003728268128763,-6.999999999999636
446,-92.3,8,0.699812528551426,-6.999999999999636
447,-61.9,14,0.6992526785285847,-6.999999999999636
448,-49.00000000000001,25,0.6986932763857618,-6.999999999999636
449,-82.39999999999999,9,0.6981343217646532,-6.999999999999636
450,-83.6,11,0.6975758143072415,10.000000000000611
451,-76.29999999999998,8,0.6970177536557957,10.000000000000611
452,-72.6,11,0.696460139452871,10.000000000000611
453,-27.299999999999997,18,0.6959029713413086,10.000000000000611
454,-43.300000000000004,18,0.6953462489642356,10.000000000000611
455,-47.300000000000004,18,0.6947899719650642,10.000000000000611
456,-77.79999999999998,13,0.6942341399874922,10.000000000000611
457,-49.40000000000002,29,0.6936787526755022,10.000000000000611
458,-72.9,14,0.6931238096733617,10.000000000000611
459,-52.00000000000001,15,0.692569310625623,10.000000000000611
460,-87.79999999999998,13,0.6920152551771225,10.000000000000611
461,-68.0,15,0.6914616429729807,10.000000000000611
462,-76.1,6,0.6909084736586023,10.000000000000611
463,-67.7,12,0.6903557468796754,10.000000000000611
464,-42.80000000000001,23,0.6898034622821716,10.000000000000611
465,-67.69999999999999,12,0.6892516195123458,10.000000000000611
466,-86.39999999999999,9,0.6887002182167359,10.000000000000611
467,-47.70000000000001,22,0.6881492580421624,10.000000000000611
468,-71.80000000000001,13,0.6875987386357287,10.000000000000611
469,-82.69999999999999,12,0.6870486596448201,10.000000000000611
470,-86.1,6,0.6864990207171042,10.000000000000611
471,-81.19999999999999,7,0.6859498215005305,10.000000000000611
472,-76.29999999999998,8,0.68540106164333,10.000000000000611
473,-51.9,14,0.6848527407940154,10.000000000000611
474,-88.5,10,0.6843048586013801,10.000000000000611
475,-67.69999999999999,12,0.683757414714499,10.000000000000611
476,-76.5,10,0.6832104087827274,10.000000000000611
477,-76.1,6,0.6826638404557013,10.000000000000611
478,-56.8,13,0.6821177093833367,10.000000000000611
479,-14.199999999999974,27,0.68157201521583,10.000000000000611
480,-87.19999999999999,7,0.6810267576036573,10.000000000000611
481,-77.5,10,0.6804819361975744,10.000000000000611
482,-82.5,10,0.6799375506486163,10.000000000000611
483,-87.1,6,0.6793936006080974,10.000000000000611
484,-53.50000000000002,30,0.6788500857276109,10.000000000000611
485,-71.7,12,0.6783070056590288,10.000000000000611
486,-81.1,6,0.6777643600545016,10.000000000000611
487,-76.9,14,0.677222148566458,10.000000000000611
488,4.700000000000102,38,0.6766803708476048,10.000000000000611
489,-53.3,18,0.6761390265509267,10.000000000000611
490,-43.300000000000004,18,0.6755981153296859,10.000000000000611
491,-72.5,10,0.6750576368374221,10.000000000000611
492,-71.5,10,0.6745175907279521,10.000000000000611
493,-81.3,8,0.6739779766553697,10.000000000000611
494,-52.20000000000001,17,0.6734387942740454,10.000000000000611
495,-66.5,10,0.6729000432386262,10.000000000000611
496,-27.700000000000003,22,0.6723617232040353,10.000000000000611
497,-50.50000000000004,40,0.6718238338254721,10.000000000000611
498,-29.099999999999966,26,0.6712863747584117,10.000000000000611
499,-52.30000000000001,18,0.6707493456586049,10.000000000000611
