episode,reward,length,epsilon,eval_mean_5
500,4.100000000000037,34,0.670212746182078,11.000000000000611
501,-77.9,14,0.6696765759851324,11.000000000000611
502,-82.5,10,0.6691408347243443,11.000000000000611
503,-14.899999999999949,34,0.6686055220565648,11.000000000000611
504,-61.900000000000006,14,0.6680706376389195,11.000000000000611
505,-71.39999999999999,9,0.6675361811288083,11.000000000000611
506,-12.799999999999969,23,0.6670021521839052,11.000000000000611
507,-42.500000000000014,20,0.6664685504621581,11.000000000000611
508,-58.1,16,0.6659353756217884,11.000000000000611
509,-86.39999999999999,9,0.665402627321291,11.000000000000611
510,-51.900000000000006,14,0.6648703052194339,11.000000000000611
511,-13.799999999999969,33,0.6643384089752583,11.000000000000611
512,-87.1,6,0.6638069382480781,11.000000000000611
513,1.8000000000000256,27,0.6632758926974797,11.000000000000611
514,-56.9,14,0.6627452719833217,11.000000000000611
515,-81.1,6,0.662215075765735,11.000000000000611
516,-71.39999999999999,9,0.6616853037051225,11.000000000000611
517,-81.19999999999999,7,0.6611559554621583,11.000000000000611
518,-24.300000000000026,38,0.6606270306977886,11.000000000000611
519,-52.400000000000006,19,0.6600985290732304,11.000000000000611
520,-82.39999999999999,9,0.6595704502499719,11.000000000000611
521,-24.499999999999986,30,0.6590427938897718,11.000000000000611
522,-82.39999999999999,9,0.65851555965466,11.000000000000611
523,-81.19999999999999,7,0.6579887472069362,11.000000000000611
524,-92.3,8,0.6574623562091707,11.000000000000611
525,-86.3,8,0.6569363863242034,11.000000000000611
526,-72.69999999999999,12,0.656410837215144,11.000000000000611
527,-81.5,10,0.6558857085453719,11.000000000000611
528,-37.600000000000016,21,0.6553609999785356,11.000000000000611
529,-63.0,15,0.6548367111785527,11.000000000000611
530,-39.100000000000016,26,0.6543128418096098,11.000000000000611
531,-76.5,10,0.6537893915361621,11.000000000000611
532,-82.89999999999999,14,0.6532663600229331,11.000000000000611
533,-55.100000000000016,26,0.6527437469349148,11.000000000000611
534,-53.50000000000001,20,0.6522215519373669,11.000000000000611
535,-86.3,8,0.651699774695817,11.000000000000611
536,-76.69999999999999,12,0.6511784148760603,11.000000000000611
537,-43.50000000000001,20,0.6506574721441595,11.000000000000611
538,-62.6,11,0.6501369461664441,11.000000000000611
539,-81.1,6,0.649616836609511,11.000000000000611
540,-66.7,12,0.6490971431402234,11.000000000000611
541,-58.1,16,0.6485778654257112,11.000000000000611
542,-61.8,13,0.6480590031333706,11.000000000000611
543,-81.19999999999999,7,0.6475405559308639,11.000000000000611
544,-76.19999999999999,7,0.6470225234861192,11.000000000000611
545,-87.39999999999999,9,0.6465049054673303,11.000000000000611
546,-37.90000000000001,24,0.6459877015429564,11.000000000000611
547,-81.5,10,0.645470911381722,11.000000000000611
548,-56.6,11,0.6449545346526165,11.000000000000611
549,-87.3,8,0.6444385710248944,11.000000000000611
550,-81.19999999999999,7,0.6439230201680745,22.520000000000813
551,-33.89999999999999,24,0.64340788175194,22.520000000000813
552,-81.5,10,0.6428931554465384,22.520000000000813
553,-86.19999999999999,7,0.6423788409221811,22.520000000000813
554,-81.3,8,0.6418649378494433,22.520000000000813
555,-77.69999999999999,12,0.6413514458991637,22.520000000000813
556,-82.39999999999999,9,0.6408383647424444,22.520000000000813
557,-57.1,16,0.6403256940506504,22.520000000000813
558,-67.90000000000002,24,0.6398134334954099,22.520000000000813
559,-47.60000000000001,21,0.6393015827486135,22.520000000000813
560,-71.4,9,0.6387901414824145,22.520000000000813
561,-43.00000000000002,25,0.6382791093692286,22.520000000000813
562,-66.5,10,0.6377684860817332,22.520000000000813
563,-34.30000000000001,28,0.6372582712928678,22.520000000000813
564,-91.19999999999999,7,0.6367484646758336,22.520000000000813
565,-87.19999999999999,7,0.6362390659040928,22.520000000000813
566,-86.3,8,0.6357300746513695,22.520000000000813
567,-76.39999999999999,9,0.6352214905916485,22.520000000000813
568,-42.40000000000001,19,0.6347133133991751,22.520000000000813
569,-61.6,11,0.6342055427484558,22.520000000000813
570,-81.1,6,0.633698178314257,22.520000000000813
571,-86.19999999999999,7,0.6331912197716056,22.520000000000813
572,-56.7,12,0.6326846667957884,22.520000000000813
573,-77.6,11,0.6321785190623518,22.520000000000813
574,-72.79999999999998,13,0.6316727762471019,22.520000000000813
575,-63.0,15,0.6311674380261042,22.520000000000813
576,-86.3,8,0.6306625040756833,22.520000000000813
577,-18.59999999999995,31,0.6301579740724227,22.520000000000813
578,-22.5,20,0.6296538476931647,22.520000000000813
579,-72.39999999999999,9,0.6291501246150102,22.520000000000813
580,-36.10000000000002,36,0.6286468045153182,22.520000000000813
581,-48.300000000000004,18,0.6281438870717059,22.520000000000813
582,-47.30000000000001,18,0.6276413719620485,22.520000000000813
583,-52.0,15,0.6271392588644789,22.520000000000813
584,-67.1,16,0.6266375474573873,22.520000000000813
585,20.100000000000108,44,0.6261362374194214,22.520000000000813
586,-47.10000000000001,16,0.6256353284294858,22.520000000000813
587,-27.299999999999997,18,0.6251348201667422,22.520000000000813
588,-76.29999999999998,8,0.6246347123106087,22.520000000000813
589,-42.70000000000002,22,0.6241350045407602,22.520000000000813
590,-82.39999999999999,9,0.6236356965371276,22.520000000000813
591,-53.199999999999996,17,0.6231367879798979,22.520000000000813
592,-58.3,18,0.6226382785495139,22.520000000000813
593,-34.10000000000001,26,0.6221401679266743,22.520000000000813
594,52.5000000000002,60,0.6216424557923329,22.520000000000813
595,-76.3,8,0.621145141827699,22.520000000000813
596,-56.900000000000006,14,0.6206482257142368,22.520000000000813
597,-13.799999999999997,33,0.6201517071336654,22.520000000000813
598,-56.900000000000006,14,0.6196555857679584,22.520000000000813
599,-87.6,11,0.6191598612993441,22.520000000000813
600,-47.0,15,0.6186645334103046,31.08000000000094
601,-44.100000000000016,26,0.6181696017835763,31.08000000000094
602,-76.29999999999998,8,0.6176750661021494,31.08000000000094
603,-83.5,10,0.6171809260492677,31.08000000000094
604,-47.10000000000001,16,0.6166871813084283,31.08000000000094
605,-51.800000000000004,13,0.6161938315633815,31.08000000000094
606,-77.0,15,0.6157008764981308,31.08000000000094
607,-32.500000000000014,20,0.6152083157969322,31.08000000000094
608,-42.80000000000001,23,0.6147161491442947,31.08000000000094
609,-76.19999999999999,7,0.6142243762249793,31.08000000000094
610,-56.7,12,0.6137329967239993,31.08000000000094
611,-76.29999999999998,8,0.6132420103266201,31.08000000000094
612,-93.3,8,0.6127514167183588,31.08000000000094
613,-71.5,10,0.612261215584984,31.08000000000094
614,-56.9,14,0.611771406612516,31.08000000000094
615,-76.4,9,0.611281989487226,31.08000000000094
616,-76.3,8,0.6107929638956362,31.08000000000094
617,-66.5,10,0.6103043295245196,31.08000000000094
618,-91.3,8,0.6098160860609,31.08000000000094
619,-63.0,15,0.6093282331920512,31.08000000000094
620,-24.099999999999994,26,0.6088407706054976,31.08000000000094
621,-81.19999999999999,7,0.6083536979890132,31.08000000000094
622,-67.69999999999999,12,0.6078670150306219,31.08000000000094
623,-0.4999999999999005,40,0.6073807214185974,31.08000000000094
624,-71.69999999999999,12,0.6068948168414625,31.08000000000094
625,-82.69999999999999,12,0.6064093009879893,31.08000000000094
626,-73.6,11,0.6059241735471989,31.08000000000094
627,-59.1,16,0.6054394342083611,31.08000000000094
628,-61.49999999999999,10,0.6049550826609944,31.08000000000094
629,-41.900000000000006,14,0.6044711185948656,31.08000000000094
630,-57.2,17,0.6039875416999897,31.08000000000094
631,-23.099999999999994,26,0.6035043516666296,31.08000000000094
632,-46.9,14,0.6030215481852963,31.08000000000094
633,-61.6,11,0.602539130946748,31.08000000000094
634,-77.8,13,0.6020570996419906,31.08000000000094
635,-57.0,15,0.601575453962277,31.08000000000094
636,-58.2,17,0.6010941935991071,31.08000000000094
637,-43.1,16,0.6006133182442278,31.08000000000094
638,-87.39999999999999,9,0.6001328275896324,31.08000000000094
639,-76.3,8,0.5996527213275606,31.08000000000094
640,-92.3,8,0.5991729991504986,31.08000000000094
641,-77.9,14,0.5986936607511781,31.08000000000094
642,-77.69999999999999,12,0.5982147058225772,31.08000000000094
643,-37.70000000000001,22,0.5977361340579191,31.08000000000094
644,-57.40000000000001,19,0.5972579451506728,31.08000000000094
645,-76.4,9,0.5967801387945522,31.08000000000094
646,-63.300000000000004,18,0.5963027146835165,31.08000000000094
647,-66.6,11,0.5958256725117697,31.08000000000094
648,-77.5,10,0.5953490119737602,31.08000000000094
649,-81.3,8,0.5948727327641812,31.08000000000094
650,-81.19999999999999,7,0.5943968345779698,27.6800000000007
651,-56.7,12,0.5939213171103074,27.6800000000007
652,-87.39999999999999,9,0.5934461800566191,27.6800000000007
653,-28.099999999999994,26,0.5929714231125738,27.6800000000007
654,-35.900000000000006,24,0.5924970459740837,27.6800000000007
655,-57.2,17,0.5920230483373045,27.6800000000007
656,-48.70000000000001,22,0.5915494298986346,27.6800000000007
657,-76.19999999999999,7,0.5910761903547157,27.6800000000007
658,-76.29999999999998,8,0.5906033294024319,27.6800000000007
659,22.800000000000267,67,0.5901308467389099,27.6800000000007
660,-45.00000000000003,35,0.5896587420615188,27.6800000000007
661,-81.1,6,0.5891870150678695,27.6800000000007
662,-76.19999999999999,7,0.5887156654558152,27.6800000000007
663,-32.70000000000002,22,0.5882446929234506,27.6800000000007
664,-66.4,9,0.5877740971691119,27.6800000000007
665,-56.5,10,0.5873038778913766,27.6800000000007
666,-72.9,14,0.5868340347890635,27.6800000000007
667,-4.899999999999949,34,0.5863645675612322,27.6800000000007
668,-47.40000000000001,19,0.5858954759071833,27.6800000000007
669,-47.30000000000001,18,0.5854267595264575,27.6800000000007
670,-18.499999999999943,30,0.5849584181188363,27.6800000000007
671,-86.19999999999999,7,0.5844904513843412,27.6800000000007
672,-32.60000000000001,21,0.5840228590232337,27.6800000000007
673,-17.899999999999977,24,0.5835556407360151,27.6800000000007
674,5.4000000000000625,31,0.5830887962234262,27.6800000000007
675,-47.600000000000016,21,0.5826223251864475,27.6800000000007
676,-38.300000000000004,18,0.5821562273262983,27.6800000000007
677,-86.1,6,0.5816905023444373,27.6800000000007
678,-81.1,6,0.5812251499425617,27.6800000000007
679,-76.29999999999998,8,0.5807601698226076,27.6800000000007
680,-58.2,17,0.5802955616867495,27.6800000000007
681,9.60000000000008,39,0.5798313252374,27.6800000000007
682,-29.0,25,0.5793674601772101,27.6800000000007
683,-72.5,10,0.5789039662090683,27.6800000000007
684,-86.3,8,0.578440843036101,27.6800000000007
685,-53.2,17,0.5779780903616721,27.6800000000007
686,-56.6,11,0.5775157078893828,27.6800000000007
687,-23.099999999999966,26,0.5770536953230713,27.6800000000007
688,-71.39999999999999,9,0.5765920523668128,27.6800000000007
689,-51.8,13,0.5761307787249194,27.6800000000007
690,-33.39999999999995,29,0.5756698741019394,27.6800000000007
691,-58.80000000000001,23,0.5752093382026578,27.6800000000007
692,-5.099999999999909,36,0.5747491707320957,27.6800000000007
693,-46.7,12,0.5742893713955101,27.6800000000007
694,-81.19999999999999,7,0.5738299398983936,27.6800000000007
695,-18.09999999999998,26,0.5733708759464748,27.6800000000007
696,-47.50000000000001,20,0.5729121792457177,27.6800000000007
697,-61.800000000000004,13,0.5724538495023211,27.6800000000007
698,6.80000000000004,27,0.5719958864227193,27.6800000000007
699,-47.500000000000014,20,0.5715382897135811,27.6800000000007
700,-42.300000000000004,18,0.5710810590818103,27.080000000000656
701,-86.19999999999999,7,0.5706241942345448,27.080000000000656
702,-66.4,9,0.5701676948791572,27.080000000000656
703,-78.0,15,0.5697115607232539,27.080000000000656
704,-81.1,6,0.5692557914746753,27.080000000000656
705,-81.3,8,0.5688003868414956,27.080000000000656
706,-62.9,14,0.5683453465320224,27.080000000000656
707,-42.30000000000001,18,0.5678906702547968,27.080000000000656
708,-93.3,8,0.5674363577185929,27.080000000000656
709,-71.29999999999998,8,0.566982408632418,27.080000000000656
710,-81.19999999999999,7,0.5665288227055121,27.080000000000656
711,55.300000000000125,42,0.5660755996473477,27.080000000000656
712,-46.900000000000006,14,0.5656227391676297,27.080000000000656
713,-71.69999999999999,12,0.5651702409762956,27.080000000000656
714,-37.80000000000002,23,0.5647181047835146,27.080000000000656
715,1.2000000000000313,33,0.5642663302996878,27.080000000000656
716,-63.1,16,0.563814917235448,27.080000000000656
717,-86.3,8,0.5633638653016596,27.080000000000656
718,-58.300000000000004,18,0.5629131742094182,27.080000000000656
719,-71.5,10,0.5624628436700507,27.080000000000656
720,-61.9,14,0.5620128733951146,27.080000000000656
721,-87.19999999999999,7,0.5615632630963985,27.080000000000656
722,-66.6,11,0.5611140124859213,27.080000000000656
723,-51.8,13,0.5606651212759326,27.080000000000656
724,-86.3,8,0.5602165891789118,27.080000000000656
725,-46.7,12,0.5597684159075687,27.080000000000656
726,1.5000000000000284,30,0.5593206011748426,27.080000000000656
727,-2.9999999999999716,25,0.5588731446939027,27.080000000000656
728,-12.999999999999972,25,0.5584260461781476,27.080000000000656
729,-32.400000000000006,19,0.5579793053412051,27.080000000000656
730,-82.39999999999999,9,0.5575329218969322,27.080000000000656
731,-57.8,13,0.5570868955594146,27.080000000000656
732,-42.10000000000001,16,0.5566412260429671,27.080000000000656
733,-77.4,9,0.5561959130621327,27.080000000000656
734,-53.10000000000002,26,0.5557509563316829,27.080000000000656
735,-86.1,6,0.5553063555666176,27.080000000000656
736,-67.1,16,0.5548621104821643,27.080000000000656
737,-52.40000000000001,19,0.5544182207937786,27.080000000000656
738,-53.300000000000004,18,0.5539746862171435,27.080000000000656
739,-76.29999999999998,8,0.5535315064681698,27.080000000000656
740,-56.800000000000004,13,0.5530886812629953,27.080000000000656
741,-76.29999999999998,8,0.5526462103179849,27.080000000000656
742,-68.30000000000001,18,0.5522040933497305,27.080000000000656
743,-18.19999999999999,27,0.5517623300750507,27.080000000000656
744,-34.7,32,0.5513209202109907,27.080000000000656
745,-63.0,15,0.5508798634748219,27.080000000000656
746,-66.69999999999999,12,0.550439159584042,27.080000000000656
747,-62.8,13,0.5499988082563747,27.080000000000656
748,-0.39999999999996305,39,0.5495588092097696,27.080000000000656
749,-33.3,28,0.5491191621624018,27.080000000000656
750,-13.299999999999983,28,0.5486798668326718,33.90000000000066
751,-51.9,14,0.5482409229392057,33.90000000000066
752,-82.5,10,0.5478023302008543,33.90000000000066
753,-66.5,10,0.5473640883366936,33.90000000000066
754,-51.6,11,0.5469261970660242,33.90000000000066
755,-76.29999999999998,8,0.5464886561083714,33.90000000000066
756,-71.19999999999999,7,0.5460514651834847,33.90000000000066
757,-3.199999999999946,27,0.5456146240113379,33.90000000000066
758,-53.70000000000003,32,0.5451781323121287,33.90000000000066
759,-44.000000000000014,25,0.5447419898062791,33.90000000000066
760,83.70000000000016,58,0.544306196214434,33.90000000000066
761,-22.900000000000006,24,0.5438707512574624,33.90000000000066
762,-37.400000000000006,19,0.5434356546564565,33.90000000000066
763,-66.5,10,0.5430009061327313,33.90000000000066
764,-77.5,10,0.5425665054078251,33.90000000000066
765,-72.69999999999999,12,0.5421324522034988,33.90000000000066
766,-62.4,19,0.541698746241736,33.90000000000066
767,-61.800000000000004,13,0.5412653872447426,33.90000000000066
768,-22.299999999999997,18,0.5408323749349468,33.90000000000066
769,-17.599999999999994,21,0.5403997090349989,33.90000000000066
770,-82.3,8,0.5399673892677709,33.90000000000066
771,-71.6,11,0.5395354153563566,33.90000000000066
772,-71.5,10,0.5391037870240716,33.90000000000066
773,-18.999999999999986,25,0.5386725039944523,33.90000000000066
774,-81.19999999999999,7,0.5382415659912567,33.90000000000066
775,-67.6,11,0.5378109727384637,33.90000000000066
776,-9.899999999999935,34,0.5373807239602729,33.90000000000066
777,-13.599999999999937,31,0.5369508193811047,33.90000000000066
778,-46.800000000000004,13,0.5365212587255997,33.90000000000066
779,-76.69999999999999,12,0.5360920417186192,33.90000000000066
780,-14.899999999999991,44,0.5356631680852443,33.90000000000066
781,-42.10000000000001,16,0.535234637550776,33.90000000000066
782,-81.1,6,0.5348064498407354,33.90000000000066
783,-71.29999999999998,8,0.5343786046808628,33.90000000000066
784,-52.1,16,0.5339511017971181,33.90000000000066
785,-46.900000000000006,14,0.5335239409156805,33.90000000000066
786,-48.90000000000001,24,0.5330971217629479,33.90000000000066
787,34.7000000000001,48,0.5326706440655375,33.90000000000066
788,-54.1,16,0.5322445075502851,33.90000000000066
789,-56.800000000000004,13,0.5318187119442448,33.90000000000066
790,-56.900000000000006,14,0.5313932569746894,33.90000000000066
791,-87.3,8,0.5309681423691096,33.90000000000066
792,10.5000000000001,40,0.5305433678552143,33.90000000000066
793,-37.30000000000001,18,0.5301189331609301,33.90000000000066
794,-32.999999999999986,25,0.5296948380144013,33.90000000000066
795,-33.000000000000014,25,0.5292710821439898,33.90000000000066
796,-61.5,10,0.5288476652782745,33.90000000000066
797,-42.70000000000002,22,0.5284245871460519,33.90000000000066
798,-43.2,17,0.528001847476335,33.90000000000066
799,-72.5,10,0.5275794459983539,33.90000000000066
800,-68.19999999999999,17,0.5271573824415552,42.900000000001
801,-22.899999999999977,24,0.526735656535602,42.900000000001
802,-77.79999999999998,13,0.5263142680103735,42.900000000001
803,-62.6,11,0.5258932165959652,42.900000000001
804,-32.5,20,0.5254725020226885,42.900000000001
805,-66.7,12,0.5250521240210703,42.900000000001
806,25.700000000000117,38,0.5246320823218534,42.900000000001
807,-57.10000000000001,16,0.524212376655996,42.900000000001
808,-37.60000000000001,21,0.5237930067546711,42.900000000001
809,-62.9,14,0.5233739723492674,42.900000000001
810,-86.3,8,0.522955273171388,42.900000000001
811,29.20000000000013,43,0.5225369089528509,42.900000000001
812,-67.6,11,0.5221188794256886,42.900000000001
813,-82.5,10,0.521701184322148,42.900000000001
814,-43.60000000000001,21,0.5212838233746903,42.900000000001
815,-57.0,15,0.5208667963159905,42.900000000001
816,39.3000000000001,42,0.5204501028789378,42.900000000001
817,-33.000000000000014,25,0.5200337427966346,42.900000000001
818,-42.20000000000001,17,0.5196177158023972,42.900000000001
819,-86.19999999999999,7,0.5192020216297553,42.900000000001
820,-81.19999999999999,7,0.5187866600124514,42.900000000001
821,-82.5,10,0.5183716306844415,42.900000000001
822,-81.19999999999999,7,0.5179569333798939,42.900000000001
823,-47.40000000000001,19,0.51754256783319,42.900000000001
824,-71.4,9,0.5171285337789234,42.900000000001
825,-23.599999999999994,21,0.5167148309519003,42.900000000001
826,-82.5,10,0.5163014590871388,42.900000000001
827,-42.600000000000016,21,0.5158884179198691,42.900000000001
828,-91.3,8,0.5154757071855331,42.900000000001
829,-18.69999999999999,32,0.5150633266197847,42.900000000001
830,-81.19999999999999,7,0.5146512759584889,42.900000000001
831,-0.6999999999999176,42,0.5142395549377221,42.900000000001
832,-71.4,9,0.5138281632937719,42.900000000001
833,-32.500000000000014,20,0.5134171007631368,42.900000000001
834,-47.300000000000004,18,0.5130063670825263,42.900000000001
835,6.400000000000077,31,0.5125959619888603,42.900000000001
836,-71.3,8,0.5121858852192691,42.900000000001
837,-81.3,8,0.5117761365110937,42.900000000001
838,-71.9,14,0.5113667156018847,42.900000000001
839,-86.19999999999999,7,0.5109576222294032,42.900000000001
840,-56.9,14,0.5105488561316197,42.900000000001
841,11.100000000000065,34,0.5101404170467144,42.900000000001
842,-51.900000000000006,14,0.5097323047130771,42.900000000001
843,-82.39999999999999,9,0.5093245188693066,42.900000000001
844,6.70000000000006,28,0.5089170592542112,42.900000000001
845,-47.20000000000001,17,0.5085099256068077,42.900000000001
846,-87.19999999999999,7,0.5081031176663223,42.900000000001
847,-57.30000000000001,18,0.5076966351721892,42.900000000001
848,-81.19999999999999,7,0.5072904778640515,42.900000000001
849,-66.5,10,0.5068846454817602,42.900000000001
850,-62.10000000000001,16,0.5064791377653748,54.90000000000141
851,-33.7,22,0.5060739544551625,54.90000000000141
852,-76.5,10,0.5056690952915983,54.90000000000141
853,-71.29999999999998,8,0.505264560015365,54.90000000000141
854,-18.699999999999974,22,0.5048603483673527,54.90000000000141
855,-47.00000000000001,15,0.5044564600886589,54.90000000000141
856,-71.29999999999998,8,0.5040528949205879,54.90000000000141
857,-76.6,11,0.5036496526046514,54.90000000000141
858,16.10000000000008,34,0.5032467328825677,54.90000000000141
859,-81.0,5,0.5028441354962616,54.90000000000141
860,-71.6,11,0.5024418601878646,54.90000000000141
861,-27.699999999999974,22,0.5020399066997143,54.90000000000141
862,-77.5,10,0.5016382747743545,54.90000000000141
863,-39.10000000000003,36,0.501236964154535,54.90000000000141
864,-32.7,22,0.5008359745832114,54.90000000000141
865,-67.5,10,0.5004353058035448,54.90000000000141
866,-41.900000000000006,14,0.5000349575589019,54.90000000000141
867,16.200000000000088,33,0.49963492959285477,54.90000000000141
868,-76.29999999999998,8,0.4992352216491805,54.90000000000141
869,-67.6,11,0.4988358334718611,54.90000000000141
870,-32.30000000000001,18,0.4984367648050836,54.90000000000141
871,-32.70000000000002,22,0.4980380153932395,54.90000000000141
872,-52.40000000000001,19,0.4976395849809249,54.90000000000141
873,-87.49999999999999,10,0.49724147331294016,54.90000000000141
874,-86.3,8,0.4968436801342898,54.90000000000141
875,-82.5,10,0.49644620519018234,54.90000000000141
876,15.100000000000065,34,0.4960490482260302,54.90000000000141
877,-27.700000000000003,22,0.4956522089874493,54.90000000000141
878,-38.90000000000001,24,0.49525568722025937,54.90000000000141
879,-76.39999999999999,9,0.49485948267048313,54.90000000000141
880,-76.29999999999998,8,0.49446359508434673,54.90000000000141
881,-53.30000000000001,18,0.4940680242082792,54.90000000000141
882,-48.7,22,0.4936727697889126,54.90000000000141
883,-76.19999999999999,7,0.49327783157308147,54.90000000000141
884,-42.2,17,0.492883209307823,54.90000000000141
885,-81.6,11,0.4924889027403767,54.90000000000141
886,-66.3,8,0.4920949116181844,54.90000000000141
887,2.100000000000037,24,0.49170123568888985,54.90000000000141
888,-81.3,8,0.4913078747003387,54.90000000000141
889,-3.099999999999966,26,0.49091482840057843,54.90000000000141
890,-62.8,13,0.49052209653785794,54.90000000000141
891,-23.900000000000006,34,0.49012967886062764,54.90000000000141
892,-76.39999999999999,9,0.4897375751175391,54.90000000000141
893,-13.29999999999994,28,0.4893457850574451,54.90000000000141
894,82.60000000000022,59,0.48895430842939913,54.90000000000141
895,-76.29999999999998,8,0.48856314498265563,54.90000000000141
896,-19.39999999999999,29,0.4881722944666695,54.90000000000141
897,-71.39999999999999,9,0.48778175663109613,54.90000000000141
898,-57.00000000000001,15,0.48739153122579126,54.90000000000141
899,-71.80000000000001,13,0.4870016180008106,54.90000000000141
900,-81.19999999999999,7,0.48661201670640997,69.30000000000186
901,-63.1,16,0.4862227270930448,69.30000000000186
902,-47.500000000000014,20,0.4858337489113704,69.30000000000186
903,-86.19999999999999,7,0.4854450819122413,69.30000000000186
904,-32.90000000000002,24,0.4850567258467115,69.30000000000186
905,-66.3,8,0.4846686804660341,69.30000000000186
906,16.20000000000006,33,0.4842809455216613,69.30000000000186
907,-56.8,13,0.48389352076524395,69.30000000000186
908,-38.10000000000002,26,0.48350640594863176,69.30000000000186
909,-81.39999999999999,9,0.48311960082387284,69.30000000000186
910,-76.3,8,0.4827331051432137,69.30000000000186
911,-71.6,11,0.4823469186590991,69.30000000000186
912,-66.5,10,0.4819610411241718,69.30000000000186
913,24.400000000000063,41,0.48157547229127246,69.30000000000186
914,-86.19999999999999,7,0.4811902119134394,69.30000000000186
915,-87.19999999999999,7,0.48080525974390864,69.30000000000186
916,-57.9,14,0.4804206155361135,69.30000000000186
917,-22.799999999999997,23,0.48003627904368457,69.30000000000186
918,-76.5,10,0.4796522500204496,69.30000000000186
919,-9.59999999999998,31,0.4792685282204332,69.30000000000186
920,-8.499999999999986,30,0.47888511339785683,69.30000000000186
921,-57.00000000000001,15,0.47850200530713854,69.30000000000186
922,-72.6,11,0.47811920370289285,69.30000000000186
923,20.40000000000009,41,0.47773670833993054,69.30000000000186
924,6.900000000000048,26,0.4773545189732586,69.30000000000186
925,-57.2,17,0.47697263535808,69.30000000000186
926,-72.4,19,0.4765910572497935,69.30000000000186
927,-61.800000000000004,13,0.47620978440399364,69.30000000000186
928,-4.2999999999999545,28,0.4758288165764704,69.30000000000186
929,21.10000000000008,34,0.47544815352320924,69.30000000000186
930,-66.3,8,0.47506779500039065,69.30000000000186
931,-42.300000000000004,18,0.4746877407643903,69.30000000000186
932,-42.400000000000006,19,0.47430799057177875,69.30000000000186
933,-61.900000000000006,14,0.4739285441793213,69.30000000000186
934,0.9000000000000341,26,0.4735494013439778,69.30000000000186
935,-53.6,21,0.4731705618229026,69.30000000000186
936,-52.30000000000001,18,0.4727920253734443,69.30000000000186
937,-71.29999999999998,8,0.4724137917531455,69.30000000000186
938,6.400000000000077,31,0.472035860719743,69.30000000000186
939,-86.3,8,0.4716582320311672,69.30000000000186
940,-63.300000000000004,18,0.47128090544554224,69.30000000000186
941,-51.9,14,0.4709038807211858,69.30000000000186
942,-71.4,9,0.4705271576166088,69.30000000000186
943,-81.1,6,0.4701507358905155,69.30000000000186
944,4.70000000000006,38,0.46977461530180303,69.30000000000186
945,-66.7,12,0.4693987956095616,69.30000000000186
946,-72.6,11,0.46902327657307397,69.30000000000186
947,21.500000000000057,30,0.4686480579518155,69.30000000000186
948,-47.900000000000006,14,0.4682731395054541,69.30000000000186
949,-3.2999999999999403,28,0.4678985209938497,69.30000000000186
950,-71.5,10,0.4675242021770546,80.3000000000022
951,4.263256414560601e-14,35,0.46715018281531295,80.3000000000022
952,-92.6,11,0.4667764626690607,80.3000000000022
953,-62.1,16,0.4664030414989254,80.3000000000022
954,-52.20000000000001,17,0.4660299190657263,80.3000000000022
955,-71.39999999999999,9,0.4656570951304737,80.3000000000022
956,-82.5,10,0.4652845694543693,80.3000000000022
957,12.400000000000091,51,0.4649123417988058,80.3000000000022
958,-18.0,25,0.46454041192536677,80.3000000000022
959,-43.400000000000006,19,0.4641687795958265,80.3000000000022
960,-86.19999999999999,7,0.46379744457214983,80.3000000000022
961,-81.1,6,0.4634264066164921,80.3000000000022
962,-9.9999999999999,35,0.46305566549119886,80.3000000000022
963,-3.499999999999929,30,0.4626852209588059,80.3000000000022
964,-81.39999999999999,9,0.4623150727820388,80.3000000000022
965,-42.0,15,0.46194522072381317,80.3000000000022
966,-37.80000000000001,23,0.4615756645472341,80.3000000000022
967,-66.7,12,0.4612064040155963,80.3000000000022
968,-33.59999999999995,31,0.4608374388923838,80.3000000000022
969,-42.30000000000001,18,0.4604687689412699,80.3000000000022
970,-71.29999999999998,8,0.4601003939261169,80.3000000000022
971,-81.29999999999998,8,0.459732313610976,80.3000000000022
972,-32.60000000000001,21,0.4593645277600872,80.3000000000022
973,-32.70000000000002,22,0.4589970361378791,80.3000000000022
974,-51.7,12,0.4586298385089688,80.3000000000022
975,-32.2,17,0.45826293463816165,80.3000000000022
976,-86.1,6,0.45789632429045113,80.3000000000022
977,-57.1,16,0.4575300072310188,80.3000000000022
978,-48.0,15,0.45716398322523394,80.3000000000022
979,-66.9,14,0.45679825203865376,80.3000000000022
980,1.6000000000000512,29,0.45643281343702286,80.3000000000022
981,83.4000000000002,61,0.45606766718627323,80.3000000000022
982,-86.19999999999999,7,0.4557028130525242,80.3000000000022
983,20.700000000000045,38,0.4553382508020822,80.3000000000022
984,-66.5,10,0.4549739802014405,80.3000000000022
985,-57.40000000000001,19,0.45461000101727933,80.3000000000022
986,6.600000000000051,29,0.4542463130164655,80.3000000000022
987,-91.19999999999999,7,0.45388291596605235,80.3000000000022
988,-53.40000000000001,19,0.4535198096332795,80.3000000000022
989,-87.49999999999999,10,0.45315699378557284,80.3000000000022
990,-86.3,8,0.45279446819054436,80.3000000000022
991,-87.3,8,0.4524322326159919,80.3000000000022
992,-8.999999999999972,25,0.45207028682989914,80.3000000000022
993,-47.500000000000014,20,0.4517086306004352,80.3000000000022
994,-67.69999999999999,12,0.45134726369595485,80.3000000000022
