episode,reward,length,epsilon
66,72.19999999999538,416,0.02
67,170.54999999999978,29,0.02
68,169.49999999999977,30,0.02
69,40.34999999999701,273,0.02
70,215.34999999999928,73,0.02
71,107.89999999999371,700,0.02
72,119.19999999999993,16,0.02
73,40.84999999999644,323,0.02
74,159.0999999999999,18,0.02
75,173.79999999999984,24,0.02
76,175.79999999999984,24,0.02
77,146.89999999999216,700,0.02
78,199.3999999999993,72,0.02
79,172.74999999999983,25,0.02
80,194.49999999999955,50,0.02
81,19.899999999995327,700,0.02
82,87.39999999999748,232,0.02
83,163.94999999999965,41,0.02
84,82.89999999999759,222,0.02
85,139.14999999999992,17,0.02
86,169.64999999999844,147,0.02
87,168.89999999999964,42,0.02
88,119.19999999999993,16,0.02
89,139.14999999999992,17,0.02
90,94.29999999999677,294,0.02
91,121.74999999999483,465,0.02
92,63.049999999996714,299,0.02
93,139.14999999999992,17,0.02
94,108.89999999999294,700,0.02
95,173.29999999999836,154,0.02
96,190.69999999999936,66,0.02
97,200.7999999999996,44,0.02
98,-141.70000000000584,634,0.02
99,-38.45000000000499,449,0.02
100,176.94999999999987,21,0.02
101,97.44999999999703,271,0.02
102,101.7999999999978,204,0.02
103,132.14999999999924,77,0.02
104,158.89999999999216,700,0.02
105,162.99999999999898,100,0.02
106,119.19999999999993,16,0.02
107,184.2499999999995,55,0.02
108,194.79999999999984,24,0.02
109,176.84999999999985,23,0.02
110,179.0499999999999,19,0.02
111,184.44999999999885,111,0.02
112,194.19999999999948,56,0.02
113,139.14999999999992,17,0.02
114,182.89999999999216,700,0.02
115,194.69999999999982,26,0.02
116,99.24999999999994,15,0.02
117,176.89999999999216,700,0.02
118,123.49999999999523,430,0.02
119,91.89999999999269,700,0.02
120,225.89999999999216,700,0.02
121,212.2999999999979,194,0.02
122,99.89999999999264,700,0.02
123,179.0499999999999,19,0.02
124,-70.10000000000478,700,0.02
125,222.59999999999934,68,0.02
126,-6.400000000005434,488,0.02
127,-82.1000000000041,700,0.02
128,112.74999999999574,385,0.02
129,173.4499999999993,111,0.02
130,174.74999999999983,25,0.02
131,-36.70000000000482,434,0.02
132,171.49999999999955,50,0.02
133,179.6999999999996,46,0.02
134,-75.1000000000034,700,0.02
135,172.6499999999998,27,0.02
136,112.5999999999998,28,0.02
137,195.44999999999976,31,0.02
138,147.8999999999976,222,0.02
139,159.0999999999999,18,0.02
140,119.19999999999993,16,0.02
141,171.54999999999774,209,0.02
142,79.29999999999995,14,0.02
143,231.39999999999975,32,0.02
144,-157.55000000000416,551,0.02
145,178.94999999999987,21,0.02
146,174.84999999999985,23,0.02
147,176.69999999999823,166,0.02
148,216.89999999999216,700,0.02
149,185.1499999999997,37,0.02
150,171.5999999999998,28,0.02
151,176.34999999999928,73,0.02
152,138.0999999999999,18,0.02
153,85.8999999999929,700,0.02
154,149.74999999999892,105,0.02
155,174.84999999999985,23,0.02
156,197.84999999999985,23,0.02
157,-49.30000000000746,666,0.02
158,177.89999999999986,22,0.02
159,179.0499999999999,19,0.02
160,66.89999999999593,700,0.02
161,159.0999999999999,18,0.02
162,192.5999999999998,28,0.02
163,139.0499999999999,19,0.02
164,176.94999999999987,21,0.02
165,230.6999999999989,106,0.02
166,178.94999999999987,21,0.02
167,104.04999999999785,199,0.02
168,167.19999999999948,56,0.02
169,179.0499999999999,19,0.02
170,159.0999999999999,18,0.02
171,89.94999999999737,241,0.02
172,-5.400000000003388,308,0.02
173,144.5999999999991,88,0.02
174,231.89999999999216,700,0.02
175,179.09999999999877,118,0.02
176,191.5999999999991,88,0.02
177,228.14999999999833,157,0.02
178,159.0999999999999,18,0.02
179,102.29999999999723,254,0.02
180,176.89999999999986,22,0.02
181,165.39999999999975,32,0.02
182,188.29999999999973,34,0.02
183,217.44999999999976,31,0.02
184,189.09999999999764,218,0.02
185,177.9999999999999,20,0.02
186,164.59999999999957,48,0.02
187,208.19999999999948,56,0.02
188,212.89999999999216,700,0.02
189,197.89999999999216,700,0.02
190,175.89999999999986,22,0.02
191,126.89999999999367,700,0.02
192,-21.300000000004957,446,0.02
193,159.099999999999,98,0.02
194,174.2499999999995,75,0.02
195,176.6499999999998,27,0.02
196,225.09999999999968,38,0.02
197,250.74999999999915,85,0.02
198,79.14999999999765,217,0.02
199,66.44999999999749,231,0.02
200,177.9999999999999,20,0.02
201,63.24999999999608,355,0.02
202,207.9499999999992,81,0.02
203,99.24999999999994,15,0.02
204,119.19999999999993,16,0.02
205,91.64999999999685,287,0.02
206,178.89999999999964,42,0.02
207,-32.600000000000506,52,0.02
208,118.89999999999358,700,0.02
209,140.29999999999836,154,0.02
210,211.44999999999976,31,0.02
211,-32.10000000000453,700,0.02
212,187.89999999999216,700,0.02
213,114.89999999999398,700,0.02
214,210.1999999999997,36,0.02
215,93.44999999999794,191,0.02
216,175.79999999999984,24,0.02
217,173.5999999999998,28,0.02
218,-129.9500000000049,579,0.02
219,73.0999999999965,318,0.02
220,119.19999999999993,16,0.02
221,85.49999999999409,530,0.02
222,89.94999999999305,621,0.02
223,193.74999999999983,25,0.02
224,128.84999999999917,83,0.02
225,158.54999999999956,49,0.02
226,1.5999999999963848,328,0.02
227,-128.25000000000352,545,0.02
228,179.0499999999999,19,0.02
229,159.0999999999999,18,0.02
230,166.149999999999,97,0.02
231,-150.0500000000012,241,0.02
232,177.24999999999744,235,0.02
233,197.34999999999906,93,0.02
234,230.89999999999216,700,0.02
235,125.29999999999859,134,0.02
236,286.8999999999922,700,0.02
237,197.94999999999987,21,0.02
238,166.99999999999966,40,0.02
239,218.89999999999216,700,0.02
240,136.14999999999924,77,0.02
241,175.5999999999998,28,0.02
242,179.0499999999999,19,0.02
243,119.19999999999993,16,0.02
244,193.14999999999765,217,0.02
245,231.8999999999994,62,0.02
246,248.99999999999966,40,0.02
247,270.0999999999983,158,0.02
248,156.89999999999216,700,0.02
249,174.74999999999983,25,0.02
250,78.9999999999983,160,0.02
251,192.5999999999998,28,0.02
252,159.0999999999999,18,0.02
253,158.9999999999999,20,0.02
254,229.1499999999997,37,0.02
255,193.6499999999998,27,0.02
256,200.7499999999996,45,0.02
257,213.6499999999998,27,0.02
258,-97.95000000000555,539,0.02
259,226.69999999999936,66,0.02
260,190.54999999999978,29,0.02
261,24.899999999993767,700,0.02
262,97.9999999999958,380,0.02
263,213.69999999999982,26,0.02
264,205.24999999999972,35,0.02
265,122.89999999999226,700,0.02
266,177.89999999999986,22,0.02
267,179.0499999999999,19,0.02
268,167.29999999999973,34,0.02
269,194.69999999999982,26,0.02
270,174.74999999999983,25,0.02
271,177.9999999999999,20,0.02
272,119.19999999999993,16,0.02
273,207.1499999999997,37,0.02
274,175.69999999999982,26,0.02
275,88.89999999999276,700,0.02
276,177.9999999999999,20,0.02
277,103.89999999999523,700,0.02
278,176.84999999999985,23,0.02
279,170.39999999999975,32,0.02
280,179.0499999999999,19,0.02
281,193.74999999999983,25,0.02
282,116.99999999999989,20,0.02
283,243.89999999999216,700,0.02
284,139.14999999999992,17,0.02
285,252.49999999999977,30,0.02
286,139.14999999999992,17,0.02
287,202.99999999999966,40,0.02
288,169.24999999999972,35,0.02
289,175.69999999999982,26,0.02
290,171.49999999999977,30,0.02
291,177.89999999999986,22,0.02
292,243.89999999999216,700,0.02
293,212.49999999999977,30,0.02
294,146.89999999999216,700,0.02
295,176.6499999999998,27,0.02
296,201.84999999999962,43,0.02
297,-70.30000000000089,86,0.02
298,31.149999999995373,417,0.02
299,186.2499999999995,55,0.02
300,177.89999999999986,22,0.02
301,234.39999999999952,52,0.02
302,158.39999999999924,92,0.02
303,176.49999999999977,30,0.02
304,139.14999999999992,17,0.02
305,163.69999999999914,86,0.02
306,-88.65000000000141,153,0.02
307,159.34999999999906,93,0.02
308,79.29999999999995,14,0.02
309,178.94999999999987,21,0.02
310,205.24999999999972,35,0.02
311,199.59999999999957,48,0.02
312,-65.0500000000057,561,0.02
313,69.49999999999523,430,0.02
314,157.44999999999953,51,0.02
315,208.1499999999997,37,0.02
316,79.29999999999995,14,0.02
317,213.39999999999975,32,0.02
318,184.7999999999994,64,0.02
319,-22.100000000004826,700,0.02
320,117.89999999999299,700,0.02
321,74.499999999995,450,0.02
322,212.29999999999973,34,0.02
323,255.64999999999844,147,0.02
324,179.0499999999999,19,0.02
325,139.14999999999992,17,0.02
326,159.0999999999999,18,0.02
327,179.0499999999999,19,0.02
328,184.49999999999932,70,0.02
329,139.69999999999618,346,0.02
330,190.29999999999973,34,0.02
331,176.94999999999987,21,0.02
332,203.09999999999945,58,0.02
333,138.0999999999999,18,0.02
334,195.6499999999998,27,0.02
335,198.89999999999986,22,0.02
336,120.69999999999641,326,0.02
337,50.900000000000325,700,0.02
338,176.09999999999923,78,0.02
339,217.79999999999984,24,0.02
340,158.7999999999996,44,0.02
341,179.74999999999937,65,0.02
342,159.0999999999999,18,0.02
343,173.49999999999773,210,0.02
344,-41.10000000000413,700,0.02
345,6.899999999994153,700,0.02
346,216.5999999999998,28,0.02
347,48.14999999999898,97,0.02
348,193.6499999999998,27,0.02
349,175.5999999999998,28,0.02
350,199.39999999999907,92,0.02
351,172.44999999999976,31,0.02
352,197.89999999999216,700,0.02
353,125.14999999999583,377,0.02
354,20.499999999996135,350,0.02
355,251.89999999999216,700,0.02
356,132.69999999999948,126,0.02
357,160.24999999999835,155,0.02
358,201.44999999999953,51,0.02
359,92.89999999999273,700,0.02
360,28.249999999996078,355,0.02
361,10.899999999995037,700,0.02
362,144.94999999999828,161,0.02
363,178.9999999999999,20,0.02
364,205.59999999999957,48,0.02
365,227.84999999999962,43,0.02
366,127.49999999999795,190,0.02
367,175.44999999999794,191,0.02
368,215.74999999999983,25,0.02
369,-225.30000000000527,686,0.02
370,159.0999999999999,18,0.02
371,238.89999999999216,700,0.02
372,196.44999999999976,31,0.02
373,216.84999999999985,23,0.02
374,179.0499999999999,19,0.02
375,116.44999999999794,191,0.02
376,141.04999999999876,119,0.02
377,241.89999999999216,700,0.02
378,190.5999999999998,28,0.02
379,228.44999999999908,91,0.02
380,231.14999999999947,57,0.02
381,165.89999999999216,700,0.02
382,92.8999999999931,700,0.02
383,30.99999999999443,500,0.02
384,196.89999999999986,22,0.02
385,98.94999999999783,201,0.02
386,162.04999999999967,39,0.02
387,165.94999999999897,101,0.02
388,189.54999999999978,29,0.02
389,219.29999999999927,74,0.02
390,202.89999999999216,700,0.02
391,216.79999999999984,24,0.02
392,-56.55000000000729,651,0.02
393,178.9999999999999,20,0.02
394,239.54999999999956,49,0.02
395,236.44999999999976,31,0.02
396,119.19999999999993,16,0.02
397,140.64999999999912,87,0.02
398,156.59999999999934,68,0.02
399,139.14999999999992,17,0.02
400,140.09999999999832,158,0.02
401,215.74999999999983,25,0.02
402,197.84999999999985,23,0.02
403,167.3499999999995,53,0.02
404,170.44999999999976,31,0.02
405,139.14999999999992,17,0.02
406,99.24999999999994,15,0.02
407,177.9999999999999,20,0.02
408,197.94999999999987,21,0.02
409,178.9999999999999,20,0.02
410,99.24999999999994,15,0.02
411,141.89999999999216,700,0.02
412,47.24999999999403,535,0.02
413,-76.10000000000456,700,0.02
414,179.0499999999999,19,0.02
415,178.94999999999987,21,0.02
416,154.9499999999967,301,0.02
417,179.0499999999999,19,0.02
418,90.89999999999397,700,0.02
419,178.89999999999964,42,0.02
420,241.64999999999958,47,0.02
421,119.14999999999992,17,0.02
422,117.19999999999698,276,0.02
423,228.34999999999928,73,0.02
424,168.54999999999978,29,0.02
425,65.09999999999718,258,0.02
426,168.1499999999997,37,0.02
427,79.29999999999995,14,0.02
428,242.59999999999957,48,0.02
429,177.69999999999982,26,0.02
430,119.89999999999303,700,0.02
431,217.84999999999985,23,0.02
432,212.24999999999972,35,0.02
433,173.69999999999982,26,0.02
434,99.24999999999994,15,0.02
435,209.3999999999993,72,0.02
436,148.04999999999944,59,0.02
437,221.64999999999822,167,0.02
438,176.84999999999985,23,0.02
439,227.89999999999216,700,0.02
440,171.14999999999674,297,0.02
441,209.24999999999972,35,0.02
442,179.0499999999999,19,0.02
443,172.89999999999918,82,0.02
444,183.79999999999825,164,0.02
445,196.79999999999984,24,0.02
446,179.0499999999999,19,0.02
447,236.89999999999216,700,0.02
448,187.89999999999216,700,0.02
449,176.69999999999982,26,0.02
450,46.89999999999938,62,0.02
451,119.19999999999993,16,0.02
452,178.94999999999987,21,0.02
453,203.149999999999,97,0.02
454,215.6499999999998,27,0.02
455,259.94999999999897,101,0.02
456,149.44999999999817,171,0.02
457,190.29999999999973,34,0.02
458,111.84999999999985,23,0.02
459,-9.100000000005807,700,0.02
460,195.49999999999932,70,0.02
461,99.24999999999994,15,0.02
462,278.8999999999922,700,0.02
463,151.19999999999652,316,0.02
464,217.89999999999986,22,0.02
465,198.79999999999984,24,0.02
466,174.84999999999985,23,0.02
467,134.04999999999495,459,0.02
468,216.79999999999984,24,0.02
469,127.29999999999814,174,0.02
470,216.24999999999926,75,0.02
471,264.8999999999922,700,0.02
472,42.34999999999587,373,0.02
473,59.34999999999994,13,0.02
474,115.19999999999675,296,0.02
475,60.79999999999575,384,0.02
476,159.0999999999999,18,0.02
477,186.29999999999836,154,0.02
478,169.89999999999313,700,0.02
479,223.5999999999989,108,0.02
480,189.5999999999989,108,0.02
481,201.7999999999996,44,0.02
482,235.74999999999983,25,0.02
483,235.99999999999943,60,0.02
484,179.0499999999999,19,0.02
485,60.74999999999619,345,0.02
486,159.0999999999999,18,0.02
487,-75.15000000000173,163,0.02
488,126.89999999999267,700,0.02
489,159.3999999999986,132,0.02
490,99.24999999999994,15,0.02
491,172.44999999999976,31,0.02
492,242.7499999999996,45,0.02
493,120.89999999999382,700,0.02
494,210.1499999999997,37,0.02
495,179.0499999999999,19,0.02
496,218.89999999999986,22,0.02
497,158.9999999999999,20,0.02
498,219.049999999999,99,0.02
499,216.34999999999928,73,0.02
500,175.79999999999984,24,0.02
501,139.14999999999992,17,0.02
502,177.3999999999993,72,0.02
503,175.5999999999998,28,0.02
504,149.89999999999895,102,0.02
505,113.0499999999983,159,0.02
506,59.34999999999994,13,0.02
507,155.09999999999832,158,0.02
508,11.899999999993042,622,0.02
509,177.89999999999986,22,0.02
510,191.24999999999972,35,0.02
511,177.79999999999984,24,0.02
512,177.9999999999999,20,0.02
513,116.54999999999637,329,0.02
514,169.29999999999882,114,0.02
515,59.34999999999994,13,0.02
516,241.649999999998,187,0.02
517,216.84999999999985,23,0.02
518,216.79999999999984,24,0.02
519,250.39999999999975,32,0.02
520,107.64999999999844,147,0.02
521,119.89999999999782,202,0.02
522,59.49999999999386,550,0.02
523,216.89999999999216,700,0.02
524,119.09999999999991,18,0.02
525,177.89999999999986,22,0.02
526,136.89999999999216,700,0.02
527,179.0499999999999,19,0.02
528,139.14999999999992,17,0.02
529,217.69999999999982,26,0.02
530,211.24999999999835,155,0.02
531,77.89999999999503,700,0.02
532,-64.00000000000082,80,0.02
533,175.5999999999998,28,0.02
534,179.0499999999999,19,0.02
535,193.6499999999998,27,0.02
536,52.89999999999436,700,0.02
537,268.89999999999804,182,0.02
538,177.9999999999999,20,0.02
539,197.84999999999985,23,0.02
540,199.24999999999903,95,0.02
541,76.5499999999966,309,0.02
542,225.54999999999956,49,0.02
543,87.99999999999693,280,0.02
544,131.59999999999775,208,0.02
545,178.9999999999999,20,0.02
546,47.79999999999916,84,0.02
547,231.39999999999793,192,0.02
548,215.89999999999216,700,0.02
549,119.19999999999993,16,0.02
550,221.29999999999905,94,0.02
551,216.9999999999992,80,0.02
552,-10.550000000006605,591,0.02
553,206.4999999999991,90,0.02
554,211.1499999999997,37,0.02
555,131.79999999999552,404,0.02
556,59.89999999999545,700,0.02
557,216.74999999999983,25,0.02
558,213.24999999999972,35,0.02
559,223.89999999999216,700,0.02
560,-3.100000000005644,700,0.02
561,139.14999999999992,17,0.02
562,217.74999999999983,25,0.02
563,-124.80000000000581,616,0.02
564,196.2499999999995,55,0.02
565,265.2999999999993,74,0.02
566,64.89999999999444,700,0.02
567,146.6499999999989,107,0.02
568,193.2499999999995,55,0.02
569,164.69999999999868,126,0.02
570,214.49999999999977,30,0.02
571,219.3999999999993,72,0.02
572,140.89999999999216,700,0.02
573,198.9999999999999,20,0.02
574,198.84999999999985,23,0.02
575,197.94999999999987,21,0.02
576,99.24999999999994,15,0.02
577,173.14999999999833,157,0.02
578,226.24999999999972,35,0.02
579,135.8999999999933,700,0.02
580,179.19999999999925,76,0.02
581,190.49999999999977,30,0.02
582,251.74999999999937,65,0.02
583,211.1499999999997,37,0.02
584,-6.100000000007412,662,0.02
585,197.74999999999983,25,0.02
586,99.24999999999994,15,0.02
587,192.89999999999216,700,0.02
588,249.09999999999968,38,0.02
589,163.84999999999962,43,0.02
590,155.7499999999996,45,0.02
591,235.49999999999977,30,0.02
592,178.94999999999987,21,0.02
593,55.69999999999595,366,0.02
594,151.89999999999895,102,0.02
595,79.89999999999286,700,0.02
596,159.0999999999999,18,0.02
597,179.0499999999999,19,0.02
598,134.89999999999392,700,0.02
599,213.5999999999998,28,0.02
600,241.99999999999966,40,0.02
601,139.14999999999992,17,0.02
602,232.59999999999866,128,0.02
603,82.94999999999669,301,0.02
604,203.14999999999878,117,0.02
605,50.599999999992974,628,0.02
606,184.14999999999742,237,0.02
607,147.14999999999986,37,0.02
608,238.84999999999985,23,0.02
609,213.34999999999974,33,0.02
610,263.0999999999988,118,0.02
611,187.2999999999979,194,0.02
612,179.6999999999996,46,0.02
613,119.19999999999993,16,0.02
614,217.24999999999972,35,0.02
615,219.89999999999262,700,0.02
616,207.8999999999994,62,0.02
617,177.9999999999999,20,0.02
618,246.14999999999924,77,0.02
619,125.59999999999752,228,0.02
620,209.44999999999976,31,0.02
621,194.4499999999993,71,0.02
622,130.64999999999594,367,0.02
623,241.64999999999958,47,0.02
624,251.04999999999944,59,0.02
625,123.8999999999922,700,0.02
626,138.0999999999999,18,0.02
627,167.9999999999992,80,0.02
628,197.84999999999985,23,0.02
629,254.29999999999973,34,0.02
630,246.89999999999964,42,0.02
631,210.8499999999994,63,0.02
632,252.74999999999892,105,0.02
633,79.29999999999995,14,0.02
634,64.89999999999358,700,0.02
635,160.29999999999518,434,0.02
636,59.34999999999994,13,0.02
637,172.79999999999927,104,0.02
638,132.34999999999815,173,0.02
639,150.54999999999887,109,0.02
640,191.89999999999804,182,0.02
641,191.59999999999843,148,0.02
642,197.94999999999987,21,0.02
643,189.54999999999978,29,0.02
644,255.49999999999977,30,0.02
645,232.7999999999996,44,0.02
646,212.24999999999972,35,0.02
647,-0.10000000000582743,700,0.02
648,255.49999999999977,30,0.02
649,-13.100000000005657,700,0.02
650,209.1999999999997,36,0.02
651,175.89999999999986,22,0.02
652,157.84999999999962,43,0.02
653,139.89999999999216,700,0.02
654,236.89999999999895,102,0.02
655,-71.8500000000069,617,0.02
656,197.8999999999962,700,0.02
657,253.34999999999837,153,0.02
658,222.29999999999882,114,0.02
659,139.14999999999992,17,0.02
660,213.99999999999807,180,0.02
661,233.04999999999944,59,0.02
662,195.89999999999216,700,0.02
663,177.14999999999878,117,0.02
664,-12.100000000003774,342,0.02
665,284.89999999999964,42,0.02
666,180.8999999999941,700,0.02
667,210.99999999999852,140,0.02
668,108.49999999999972,190,0.02
669,83.1999999999997,36,0.02
670,288.04999999999967,39,0.02
671,168.94999999999806,181,0.02
672,176.69999999999982,26,0.02
673,81.0499999999958,379,0.02
674,97.8999999999927,700,0.02
675,150.85000000000252,483,0.02
676,243.89999999999216,700,0.02
677,251.29999999999973,34,0.02
678,178.94999999999987,21,0.02
679,176.69999999999982,26,0.02
680,173.79999999999984,24,0.02
681,170.54999999999978,29,0.02
682,13.949999999994048,541,0.02
683,103.84999999999712,263,0.02
684,139.14999999999992,17,0.02
685,250.24999999999972,35,0.02
686,158.0499999999999,19,0.02
687,179.0499999999999,19,0.02
688,207.04999999999967,39,0.02
689,166.29999999999973,34,0.02
690,285.59999999999934,68,0.02
691,139.14999999999992,17,0.02
692,210.1499999999997,37,0.02
693,156.14999999999856,137,0.02
694,217.89999999999986,22,0.02
695,-68.10000000000483,700,0.02
696,139.14999999999992,17,0.02
697,176.89999999999986,22,0.02
698,239.7499999999996,45,0.02
699,176.44999999999976,31,0.02
700,253.7999999999994,64,0.02
701,143.49999999999886,110,0.02
702,-12.100000000003442,700,0.02
703,199.6999999999996,46,0.02
704,139.0499999999999,19,0.02
705,216.54999999999984,29,0.02
706,178.94999999999987,21,0.02
707,-95.90000000000583,558,0.02
708,188.2999999999995,54,0.02
709,192.5999999999998,28,0.02
710,179.0499999999999,19,0.02
711,76.8999999999943,700,0.02
712,119.09999999999991,18,0.02
713,99.24999999999994,15,0.02
714,179.0499999999999,19,0.02
715,38.34999999999994,13,0.02
716,177.9999999999999,20,0.02
717,209.2999999999995,54,0.02
718,177.89999999999986,22,0.02
719,122.4499999999943,511,0.02
720,258.94999999999897,101,0.02
721,81.89999999999426,700,0.02
722,177.9999999999999,20,0.02
723,159.0999999999999,18,0.02
724,204.89999999999964,42,0.02
725,99.24999999999994,15,0.02
726,198.89999999999986,22,0.02
727,209.94999999999965,41,0.02
728,227.89999999999586,700,0.02
729,177.54999999999978,29,0.02
730,-77.1000000000038,700,0.02
731,159.0999999999999,18,0.02
732,208.24999999999972,35,0.02
733,201.54999999999956,49,0.02
734,146.6999999999989,106,0.02
735,131.99999999999648,320,0.02
736,177.9999999999999,20,0.02
737,-73.70000000000663,594,0.02
738,158.94999999999783,201,0.02
739,159.0999999999999,18,0.02
740,154.89999999999216,700,0.02
741,143.59999999999707,268,0.02
742,213.49999999999977,30,0.02
743,195.74999999999983,25,0.02
744,199.39999999999952,52,0.02
745,156.04999999999535,419,0.02
746,309.9999999999999,60,0.02
747,243.99999999999852,140,0.02
748,159.0999999999999,18,0.02
749,190.5999999999991,88,0.02
750,119.19999999999993,16,0.02
751,241.90000000000023,700,0.02
752,9.899999999995998,362,0.02
753,119.09999999999991,18,0.02
754,4.049999999994668,479,0.02
755,217.84999999999985,23,0.02
756,204.1499999999997,37,0.02
757,166.04999999999967,39,0.02
758,132.3499999999986,133,0.02
759,187.84999999999872,123,0.02
760,278.8999999999922,700,0.02
761,119.99999999999648,320,0.02
762,67.19999999999789,196,0.02
763,127.89999999999216,700,0.02
764,199.2999999999995,54,0.02
765,213.39999999999975,32,0.02
766,158.89999999999216,700,0.02
767,295.0499999999993,79,0.02
768,297.2499999999995,55,0.02
769,145.599999999999,108,0.02
770,-257.7499999999997,175,0.02
771,210.1999999999996,76,0.02
772,271.699999999998,186,0.02
773,173.79999999999984,24,0.02
774,212.44999999999976,31,0.02
775,259.8999999999922,700,0.02
776,119.19999999999993,16,0.02
777,139.14999999999992,17,0.02
778,197.94999999999987,21,0.02
779,124.89999999999223,700,0.02
780,176.04999999999922,79,0.02
781,218.94999999999987,21,0.02
782,93.89999999999466,700,0.02
783,215.69999999999982,26,0.02
784,176.6499999999998,27,0.02
785,163.54999999999774,209,0.02
786,127.24999999999721,255,0.02
787,269.99999999999966,40,0.02
788,159.0999999999999,18,0.02
789,176.6499999999998,27,0.02
790,-77.4500000000072,649,0.02
791,215.69999999999982,26,0.02
792,179.0499999999999,19,0.02
793,179.0499999999999,19,0.02
794,139.9499999999967,301,0.02
795,241.89999999999216,700,0.02
796,196.3499999999995,53,0.02
797,163.89999999999216,700,0.02
798,199.89999999999216,700,0.02
799,212.5999999999998,28,0.02
800,200.6999999999989,106,0.02
801,237.79999999999984,24,0.02
802,159.0999999999999,18,0.02
803,52.49999999999318,610,0.02
804,240.14999999999833,157,0.02
805,202.94999999999965,41,0.02
806,196.89999999999986,22,0.02
807,42.54999999999228,689,0.02
808,168.1499999999956,397,0.02
809,204.1499999999997,37,0.02
810,193.19999999999948,56,0.02
811,216.79999999999984,24,0.02
812,205.8999999999932,700,0.02
813,279.0499999999992,79,0.02
814,196.89999999999986,22,0.02
815,65.8999999999945,700,0.02
816,-4.100000000004126,700,0.02
817,179.0499999999999,19,0.02
818,96.89999999999522,700,0.02
819,212.6499999999998,27,0.02
820,256.5999999999998,28,0.02
821,-7.050000000006719,601,0.02
822,99.24999999999994,15,0.02
823,247.99999999999898,100,0.02
824,164.34999999999474,473,0.02
825,169.34999999999974,33,0.02
826,213.54999999999978,29,0.02
827,252.44999999999976,31,0.02
828,178.84999999999985,23,0.02
829,276.39999999999975,32,0.02
830,177.9999999999999,20,0.02
831,204.94999999999965,41,0.02
832,240.89999999999216,700,0.02
833,275.44999999999953,51,0.02
834,209.49999999999864,130,0.02
835,231.1999999999997,36,0.02
836,158.0499999999999,19,0.02
837,218.19999999999948,56,0.02
838,198.9999999999999,20,0.02
839,177.94999999999897,101,0.02
840,112.89999999999243,700,0.02
841,117.74999999999369,565,0.02
842,239.2499999999995,55,0.02
843,170.19999999999993,36,0.02
844,249.1999999999997,36,0.02
845,191.6499999999998,27,0.02
846,197.29999999999814,174,0.02
847,217.44999999999976,31,0.02
848,87.19999999999402,536,0.02
849,179.64999999999935,67,0.02
850,77.89999999999297,700,0.02
851,179.0499999999999,19,0.02
852,246.89999999999964,42,0.02
853,176.89999999999986,22,0.02
854,234.2999999999995,54,0.02
855,99.24999999999994,15,0.02
856,119.09999999999991,18,0.02
857,178.94999999999987,21,0.02
858,178.9999999999999,20,0.02
859,236.69999999999982,26,0.02
860,228.69999999999914,86,0.02
861,246.29999999999927,74,0.02
862,140.89999999999483,700,0.02
863,194.79999999999984,24,0.02
864,198.9999999999999,20,0.02
865,159.0999999999999,18,0.02
866,75.99999999999307,620,0.02
867,203.7999999999996,44,0.02
868,157.14999999999947,57,0.02
869,300.3999999999995,52,0.02
870,146.89999999999216,700,0.02
