episode,reward,length,epsilon
903,30,293,0.6366005420620001
904,-90,115,0.6362822417909691
905,-20,193,0.6359641006700737
906,-50,70,0.6356461186197387
907,-100,111,0.6353282955604289
908,-30,219,0.6350106314126487
909,-60,113,0.6346931260969424
910,-110,62,0.634375779533894
911,-90,121,0.6340585916441271
912,-80,77,0.6337415623483051
913,-90,35,0.633424691567131
914,30,90,0.6331079792213474
915,-20,113,0.6327914252317368
916,-100,165,0.6324750295191209
917,60,168,0.6321587920043614
918,-30,227,0.6318427126083592
919,210,300,0.6315267912520551
920,-40,120,0.6312110278564291
921,-40,267,0.630895422342501
922,10,50,0.6305799746313298
923,-80,33,0.6302646846440141
924,-10,149,0.6299495523016921
925,10,157,0.6296345775255413
926,-40,134,0.6293197602367786
927,170,300,0.6290051003566602
928,180,300,0.628690597806482
929,40,280,0.6283762525075788
930,-20,29,0.6280620643813251
931,-50,97,0.6277480333491344
932,-20,64,0.6274341593324599
933,0,81,0.6271204422527937
934,70,240,0.6268068820316673
935,30,124,0.6264934785906515
936,-10,91,0.6261802318513562
937,-20,154,0.6258671417354306
938,40,296,0.6255542081645629
939,-90,48,0.6252414310604806
940,-130,62,0.6249288103449504
941,-60,157,0.624616345939778
942,50,165,0.6243040377668081
943,30,242,0.6239918857479247
944,-10,288,0.6236798898050508
945,-20,248,0.6233680498601484
946,-90,21,0.6230563658352183
947,-50,101,0.6227448376523007
948,10,288,0.6224334652334746
949,-110,122,0.622122248500858
950,-50,65,0.6218111873766076
951,-10,90,0.6215002817829193
952,10,111,0.6211895316420278
953,210,300,0.6208789368762069
954,-130,22,0.6205684974077688
955,-40,93,0.6202582131590649
956,-40,58,0.6199480840524855
957,-120,54,0.6196381100104592
958,-10,259,0.619328290955454
959,60,199,0.6190186268099763
960,-60,77,0.6187091174965714
961,-40,65,0.6183997629378232
962,-70,67,0.6180905630563543
963,-10,140,0.6177815177748261
964,220,300,0.6174726270159387
965,-80,16,0.6171638907024308
966,30,81,0.6168553087570796
967,20,228,0.6165468811027011
968,-100,64,0.6162386076621498
969,-60,113,0.6159304883583188
970,0,181,0.6156225231141397
971,-130,26,0.6153147118525827
972,-120,56,0.6150070544966564
973,-30,69,0.6146995509694081
974,-20,46,0.6143922011939235
975,230,300,0.6140850050933265
976,-70,145,0.6137779625907799
977,20,219,0.6134710736094845
978,20,261,0.6131643380726798
979,-110,27,0.6128577559036434
980,-70,95,0.6125513270256917
981,70,230,0.6122450513621789
982,40,299,0.6119389288364978
983,260,300,0.6116329593720796
984,-10,88,0.6113271428923936
985,-60,94,0.6110214793209475
986,10,207,0.6107159685812871
987,10,164,0.6104106105969964
988,180,300,0.610105405291698
989,250,300,0.6098003525890522
990,20,170,0.6094954524127577
991,300,300,0.6091907046865513
992,300,300,0.6088861093342081
993,-70,25,0.608581666279541
994,20,103,0.6082773754464013
995,-50,110,0.6079732367586781
996,-70,163,0.6076692501402988
997,-100,45,0.6073654155152287
998,-30,138,0.6070617328074711
999,190,300,0.6067582019410674
1000,50,212,0.606454822840097
1001,-30,126,0.606151595428677
1002,-60,41,0.6058485196309628
1003,-80,101,0.6055455953711473
1004,-40,108,0.6052428225734617
1005,-40,50,0.6049402011621751
1006,-150,22,0.604637731061594
1007,-70,175,0.6043354121960632
1008,-80,96,0.6040332444899652
1009,-100,43,0.6037312278677203
1010,-10,130,0.6034293622537864
1011,40,104,0.6031276475726596
1012,-30,113,0.6028260837488733
1013,-90,27,0.6025246707069989
1014,-30,107,0.6022234083716455
1015,-50,109,0.6019222966674597
1016,-50,106,0.601621335519126
1017,-30,115,0.6013205248513664
1018,-10,231,0.6010198645889407
1019,-100,99,0.6007193546566463
1020,-90,106,0.6004189949793179
1021,-10,95,0.6001187854818283
1022,-130,14,0.5998187260890874
1023,-120,35,0.5995188167260429
1024,0,265,0.5992190573176799
1025,-110,29,0.5989194477890211
1026,-10,123,0.5986199880651266
1027,20,150,0.5983206780710941
1028,-70,86,0.5980215177320586
1029,0,89,0.5977225069731926
1030,-60,100,0.5974236457197061
1031,-90,60,0.5971249338968463
1032,-50,49,0.5968263714298979
1033,10,196,0.596527958244183
1034,-60,139,0.596229694265061
1035,10,168,0.5959315794179285
1036,290,300,0.5956336136282195
1037,210,300,0.5953357968214055
1038,-60,74,0.5950381289229948
1039,-120,32,0.5947406098585333
1040,40,294,0.594443239553604
1041,-10,105,0.5941460179338273
1042,-10,72,0.5938489449248604
1043,-50,146,0.593552020452398
1044,-50,177,0.5932552444421718
1045,-30,126,0.5929586168199508
1046,-100,150,0.5926621375115408
1047,-20,61,0.5923658064427851
1048,-10,133,0.5920696235395638
1049,-30,216,0.5917735887277941
1050,-30,112,0.5914777019334302
1051,-20,64,0.5911819630824635
1052,-30,80,0.5908863721009223
1053,-70,85,0.5905909289148719
1054,30,238,0.5902956334504145
1055,-100,64,0.5900004856336893
1056,-130,22,0.5897054853908725
1057,-20,241,0.5894106326481772
1058,-140,32,0.5891159273318531
1059,-90,68,0.5888213693681873
1060,-60,63,0.5885269586835032
1061,20,191,0.5882326952041615
1062,-120,36,0.5879385788565595
1063,-100,86,0.5876446095671313
1064,-50,177,0.5873507872623477
1065,-110,69,0.5870571118687166
1066,-110,30,0.5867635833127822
1067,-30,66,0.5864702015211258
1068,80,202,0.5861769664203653
1069,-30,161,0.5858838779371551
1070,-10,281,0.5855909359981866
1071,-30,135,0.5852981405301875
1072,-150,18,0.5850054914599224
1073,-100,48,0.5847129887141925
1074,250,300,0.5844206322198354
1075,-30,265,0.5841284219037255
1076,10,150,0.5838363576927736
1077,220,300,0.5835444395139273
1078,-110,100,0.5832526672941704
1079,310,300,0.5829610409605233
1080,-40,111,0.582669560440043
1081,-90,21,0.582378225659823
1082,-40,290,0.5820870365469931
1083,-40,121,0.5817959930287196
1084,0,144,0.5815050950322053
1085,-10,214,0.5812143424846892
1086,-40,90,0.5809237353134469
1087,-100,59,0.5806332734457902
1088,-60,100,0.5803429568090673
1089,20,127,0.5800527853306628
1090,50,151,0.5797627589379976
1091,-80,37,0.5794728775585286
1092,-100,286,0.5791831411197493
1093,60,227,0.5788935495491895
1094,40,212,0.5786041027744149
1095,10,150,0.5783148007230277
1096,10,142,0.5780256433226661
1097,10,228,0.5777366305010049
1098,-70,66,0.5774477621857544
1099,-50,79,0.5771590383046616
1100,-110,42,0.5768704587855094
1101,-10,122,0.5765820235561167
1102,-120,11,0.5762937325443386
1103,40,148,0.5760055856780665
1104,-40,92,0.5757175828852275
1105,40,108,0.5754297240937849
1106,-70,60,0.5751420092317381
1107,170,300,0.5748544382271222
1108,-50,211,0.5745670110080087
1109,-80,139,0.5742797275025047
1110,-20,118,0.5739925876387535
1111,210,300,0.5737055913449342
1112,-10,263,0.5734187385492617
1113,-20,255,0.5731320291799872
1114,-110,60,0.5728454631653972
1115,-140,11,0.5725590404338146
1116,-80,51,0.5722727609135977
1117,190,300,0.571986624533141
1118,0,29,0.5717006312208744
1119,-80,148,0.571414780905264
1120,-40,78,0.5711290735148113
1121,190,300,0.570843508978054
1122,-110,39,0.570558087223565
1123,240,300,0.5702728081799533
1124,-60,69,0.5699876717758634
1125,-120,20,0.5697026779399755
1126,10,258,0.5694178266010056
1127,210,300,0.5691331176877051
1128,0,178,0.5688485511288613
1129,-60,174,0.5685641268532969
1130,-50,21,0.5682798447898704
1131,-70,87,0.5679957048674754
1132,170,300,0.5677117070150417
1133,-100,75,0.5674278511615342
1134,50,243,0.5671441372359535
1135,-80,53,0.5668605651673355
1136,-90,30,0.5665771348847519
1137,-10,75,0.5662938463173096
1138,-20,217,0.5660106993941509
1139,-100,76,0.5657276940444539
1140,210,300,0.5654448301974317
1141,-50,68,0.5651621077823331
1142,-10,272,0.564879526728442
1143,-110,46,0.5645970869650778
1144,60,129,0.5643147884215953
1145,-70,147,0.5640326310273845
1146,-110,38,0.5637506147118709
1147,-100,39,0.563468739404515
1148,-70,84,0.5631870050348128
1149,200,300,0.5629054115322955
1150,-80,62,0.5626239588265294
1151,-50,120,0.5623426468471161
1152,-60,69,0.5620614755236926
1153,10,193,0.5617804447859307
1154,-80,116,0.5614995545635377
1155,-110,64,0.561218804786256
1156,-100,17,0.5609381953838629
1157,-60,182,0.560657726286171
1158,-50,164,0.560377397423028
1159,180,300,0.5600972087243165
1160,-110,26,0.5598171601199543
1161,-40,80,0.5595372515398943
1162,200,300,0.5592574829141244
1163,-110,92,0.5589778541726673
1164,-120,64,0.558698365245581
1165,0,119,0.5584190160629583
1166,-110,57,0.5581398065549269
1167,250,300,0.5578607366516495
1168,-70,76,0.5575818062833237
1169,-130,26,0.557303015380182
1170,-80,45,0.557024363872492
1171,230,300,0.5567458516905558
1172,-80,42,0.5564674787647106
1173,-70,73,0.5561892450253283
1174,-30,143,0.5559111504028157
1175,-80,41,0.5556331948276143
1176,-30,207,0.5553553782302005
1177,-70,163,0.5550777005410855
1178,0,145,0.554800161690815
1179,-70,123,0.5545227616099696
1180,-80,55,0.5542455002291646
1181,-110,47,0.55396837747905
1182,0,131,0.5536913932903106
1183,170,300,0.5534145475936655
1184,30,210,0.5531378403198687
1185,-60,156,0.5528612713997088
1186,50,108,0.5525848407640089
1187,-20,68,0.552308548343627
1188,-130,16,0.5520323940694551
1189,-60,61,0.5517563778724205
1190,0,211,0.5514804996834843
1191,0,216,0.5512047594336427
1192,-60,76,0.5509291570539259
1193,-140,30,0.550653692475399
1194,-50,101,0.5503783656291613
1195,220,300,0.5501031764463468
1196,180,300,0.5498281248581236
1197,230,300,0.5495532107956945
1198,220,300,0.5492784341902968
1199,-20,269,0.5490037949732016
1200,240,300,0.548729293075715
1201,-110,102,0.5484549284291772
1202,-60,204,0.5481807009649626
1203,-70,68,0.5479066106144802
1204,-80,56,0.547632657309173
1205,240,300,0.5473588409805185
1206,-100,73,0.5470851615600282
1207,-100,31,0.5468116189792482
1208,210,300,0.5465382131697586
1209,-60,82,0.5462649440631737
1210,-60,166,0.5459918115911422
1211,-10,287,0.5457188156853466
1212,250,300,0.545445956277504
1213,-80,75,0.5451732332993653
1214,-110,24,0.5449006466827157
1215,-20,162,0.5446281963593743
1216,-70,134,0.5443558822611947
1217,-90,24,0.5440837043200641
1218,-50,125,0.5438116624679041
1219,-10,206,0.5435397566366702
1220,-60,145,0.5432679867583519
1221,-40,128,0.5429963527649727
1222,-100,16,0.5427248545885902
1223,0,110,0.5424534921612959
1224,-60,126,0.5421822654152153
1225,230,300,0.5419111742825077
1226,-60,26,0.5416402186953665
1227,-20,159,0.5413693985860188
1228,-70,77,0.5410987138867258
1229,230,300,0.5408281645297824
1230,-20,126,0.5405577504475175
1231,-100,69,0.5402874715722938
1232,-70,104,0.5400173278365077
1233,-40,254,0.5397473191725894
1234,-140,17,0.5394774455130031
1235,-60,82,0.5392077067902467
1236,0,284,0.5389381029368515
1237,-30,261,0.5386686338853831
1238,-50,90,0.5383992995684405
1239,-90,13,0.5381300999186562
1240,-80,50,0.537861034868697
1241,-40,58,0.5375921043512626
1242,-70,76,0.537323308299087
1243,-50,144,0.5370546466449375
1244,270,300,0.5367861193216151
1245,-30,159,0.5365177262619544
1246,-50,233,0.5362494673988234
1247,210,300,0.535981342665124
1248,170,300,0.5357133519937914
1249,-40,213,0.5354454953177946
1250,-70,30,0.5351777725701358
1251,210,300,0.5349101836838507
1252,-130,30,0.5346427285920088
1253,-70,53,0.5343754072277128
1254,170,300,0.534108219524099
1255,-60,51,0.533841165414337
1256,-110,22,0.5335742448316299
1257,10,95,0.5333074577092141
1258,-20,160,0.5330408039803595
1259,-10,185,0.5327742835783693
1260,60,142,0.5325078964365801
1261,-60,109,0.5322416424883619
1262,-100,42,0.5319755216671178
1263,-50,58,0.5317095339062843
1264,0,191,0.5314436791393312
1265,-120,25,0.5311779572997616
1266,-50,237,0.5309123683211118
1267,-30,112,0.5306469121369513
1268,-90,94,0.5303815886808828
1269,30,185,0.5301163978865424
1270,50,74,0.5298513396875991
1271,-40,124,0.5295864140177553
1272,-40,95,0.5293216208107464
1273,-140,19,0.5290569600003411
1274,-50,130,0.5287924315203409
1275,-70,160,0.5285280353045808
1276,-70,202,0.5282637712869286
1277,20,284,0.5279996394012851
1278,230,300,0.5277356395815845
1279,-120,89,0.5274717717617938
1280,190,300,0.5272080358759129
1281,200,300,0.526944431857975
1282,-60,132,0.5266809596420461
1283,230,300,0.5264176191622251
1284,210,300,0.526154410352644
1285,-60,53,0.5258913331474677
1286,-70,124,0.525628387480894
1287,-40,151,0.5253655732871536
1288,-80,31,0.5251028905005101
1289,-40,73,0.5248403390552598
1290,0,239,0.5245779188857322
1291,-40,228,0.5243156299262894
1292,-120,47,0.5240534721113264
1293,-40,170,0.5237914453752707
1294,-70,176,0.523529549652583
1295,-30,179,0.5232677848777567
1296,-120,82,0.5230061509853179
1297,-70,24,0.5227446479098252
1298,-70,198,0.5224832755858704
1299,180,300,0.5222220339480774
1300,190,300,0.5219609229311034
1301,-50,79,0.5216999424696379
1302,-90,100,0.5214390924984031
1303,-30,107,0.521178372952154
1304,-60,203,0.5209177837656779
1305,-120,51,0.520657324873795
1306,160,300,0.5203969962113582
1307,-90,40,0.5201367977132525
1308,-60,25,0.5198767293143959
1309,-70,69,0.5196167909497387
1310,-80,66,0.5193569825542639
1311,-70,107,0.5190973040629868
1312,-50,203,0.5188377554109553
1313,-90,21,0.5185783365332499
1314,-80,138,0.5183190473649834
1315,-20,242,0.5180598878413009
1316,210,300,0.5178008578973803
1317,-20,88,0.5175419574684316
1318,-160,34,0.5172831864896974
1319,-10,120,0.5170245448964526
1320,-50,127,0.5167660326240043
1321,-40,118,0.5165076496076924
1322,-60,169,0.5162493957828885
1323,-90,78,0.5159912710849971
1324,-10,241,0.5157332754494546
1325,200,300,0.5154754088117299
1326,-100,65,0.5152176711073241
1327,40,209,0.5149600622717705
1328,-60,198,0.5147025822406346
1329,-10,65,0.5144452309495143
1330,-70,34,0.5141880083340395
1331,-30,267,0.5139309143298726
1332,-120,48,0.5136739488727077
1333,-40,154,0.5134171118982713
1334,-10,300,0.5131604033423223
1335,-30,253,0.5129038231406511
1336,-50,105,0.5126473712290808
1337,0,204,0.5123910475434663
1338,0,87,0.5121348520196947
1339,0,263,0.5118787845936849
1340,-10,144,0.511622845201388
1341,10,211,0.5113670337787873
1342,-80,58,0.511111350261898
1343,-40,221,0.5108557945867671
1344,-130,53,0.5106003666894737
1345,-70,97,0.510345066506129
1346,-120,26,0.510089893972876
1347,-60,106,0.5098348490258896
1348,-60,83,0.5095799316013767
1349,-90,138,0.5093251416355761
1350,20,139,0.5090704790647583
1351,-30,249,0.508815943825226
1352,-10,88,0.5085615358533134
1353,-60,76,0.5083072550853868
1354,-20,175,0.5080531014578441
1355,-40,76,0.5077990749071152
1356,-30,185,0.5075451753696616
1357,-130,20,0.5072914027819768
1358,-80,39,0.5070377570805858
1359,-20,123,0.5067842382020455
1360,-50,169,0.5065308460829445
1361,-30,67,0.506277580659903
1362,-50,203,0.5060244418695731
1363,40,278,0.5057714296486383
1364,-100,44,0.505518543933814
1365,-120,40,0.5052657846618471
1366,-70,247,0.5050131517695162
1367,170,300,0.5047606451936315
1368,160,300,0.5045082648710347
1369,-120,36,0.5042560107385993
1370,20,177,0.50400388273323
1371,-50,112,0.5037518807918635
1372,190,300,0.5035000048514676
1373,-110,48,0.5032482548490419
1374,-150,21,0.5029966307216174
1375,-10,99,0.5027451324062566
1376,-40,146,0.5024937598400535
1377,-30,113,0.5022425129601336
1378,-60,69,0.5019913917036535
1379,-40,92,0.5017403960078016
1380,200,300,0.5014895258097978
1381,-150,38,0.5012387810468929
1382,-60,41,0.5009881616563695
1383,-50,101,0.5007376675755414
1384,-120,63,0.5004872987417537
1385,0,288,0.5002370550923828
1386,-110,68,0.49998693656483667
1387,-90,63,0.49973694309655425
1388,-100,15,0.499487074625006
1389,-20,144,0.4992373310876935
1390,-50,60,0.49898771242214973
1391,10,150,0.4987382185659387
1392,-70,57,0.4984888494566558
1393,190,300,0.4982396050319275
1394,-80,114,0.49799048522941153
1395,-20,131,0.49774148998679685
1396,0,214,0.4974926192418035
1397,-90,69,0.49724387293218264
1398,-40,90,0.49699525099571656
1399,-80,61,0.49674675337021873
1400,-80,35,0.49649837999353363
1401,-40,132,0.4962501308035369
1402,-60,103,0.4960020057381352
1403,-70,131,0.49575400473526615
1404,-110,47,0.49550612773289854
1405,-50,109,0.4952583746690321
1406,-80,58,0.4950107454816976
1407,200,300,0.4947632401089568
1408,-20,164,0.49451585848890234
1409,-110,47,0.49426860055965793
1410,-50,130,0.49402146625937815
1411,-60,110,0.4937744555262485
1412,180,300,0.4935275682984854
1413,220,300,0.49328080451433615
1414,-40,172,0.493034164112079
1415,-10,198,0.492787647030023
1416,-40,107,0.492541253206508
1417,240,300,0.4922949825799048
1418,190,300,0.49204883508861486
1419,-120,64,0.49180281067107057
1420,-100,22,0.49155690926573503
1421,-60,236,0.49131113081110217
1422,0,73,0.49106547524569666
1423,-30,283,0.4908199425080738
1424,-80,157,0.4905745325368198
1425,-30,232,0.49032924527055144
1426,-100,25,0.4900840806479162
1427,-80,50,0.48983903860759226
1428,-40,247,0.4895941190882885
1429,-30,249,0.48934932202874437
1430,-10,97,0.48910464736773
1431,-110,58,0.4888600950440462
1432,-60,41,0.4886156649965242
1433,-80,73,0.48837135716402597
1434,30,201,0.488127171485444
1435,-40,235,0.4878831078997013
1436,-50,124,0.4876391663457515
1437,-20,216,0.4873953467625787
1438,-130,7,0.4871516490891974
1439,-80,135,0.4869080732646528
1440,-30,215,0.4866646192280205
1441,180,300,0.4864212869184065
1442,-60,128,0.48617807627494736
1443,-30,133,0.4859349872368099
1444,-30,172,0.48569201974319154
1445,-100,50,0.48544917373331997
1446,-100,123,0.48520644914645333
1447,-60,128,0.48496384592188013
1448,-70,21,0.48472136399891924
1449,-50,248,0.4844790033169198
1450,-120,52,0.4842367638152614
1451,-50,251,0.48399464543335374
1452,0,106,0.4837526481106371
1453,-90,153,0.4835107717865818
1454,10,296,0.48326901640068853
1455,-120,99,0.48302738189248823
1456,180,300,0.482785868201542
1457,-20,214,0.48254447526744126
1458,-90,45,0.48230320302980756
1459,-90,36,0.48206205142829267
1460,-120,18,0.48182102040257857
1461,-60,176,0.4815801098923773
1462,-30,153,0.48133931983743117
1463,-40,214,0.48109865017751247
1464,-60,95,0.48085810085242375
1465,-40,105,0.48061767180199755
1466,-100,140,0.48037736296609657
1467,-60,138,0.48013717428461355
1468,-30,265,0.4798971056974713
1469,200,300,0.4796571571446226
1470,-40,65,0.4794173285660503
1471,20,139,0.47917761990176727
1472,-120,32,0.47893803109181643
1473,0,180,0.47869856207627054
1474,-40,95,0.47845921279523246
1475,-70,33,0.47821998318883485
1476,-90,41,0.4779808731972405
1477,-70,89,0.4777418827606419
1478,190,300,0.4775030118192616
1479,-120,20,0.47726426031335195
1480,-110,59,0.4770256281831953
1481,-120,63,0.47678711536910373
1482,0,132,0.4765487218114192
1483,-30,180,0.47631044745051354
1484,-120,15,0.4760722922267883
1485,-40,200,0.475834256080675
1486,-110,50,0.47559633895263465
1487,230,300,0.47535854078315837
1488,20,137,0.47512086151276683
1489,-100,71,0.4748833010820105
1490,10,121,0.47464585943146953
1491,-100,59,0.4744085365017538
1492,-90,104,0.47417133223350294
1493,-50,103,0.4739342465673862
1494,-60,72,0.4736972794441025
1495,-60,77,0.4734604308043805
1496,-100,211,0.47322370058897834
1497,-80,231,0.4729870887386839
1498,-20,292,0.47275059519431456
1499,150,300,0.47251421989671744
1500,-70,40,0.4722779627867691
1501,-90,77,0.47204182380537574
1502,-40,94,0.47180580289347307
1503,-150,20,0.47156989999202636
1504,230,300,0.4713341150420304
1505,-40,147,0.4710984479845094
1506,-100,39,0.4708628987605172
1507,-50,121,0.47062746731113697
1508,-30,119,0.47039215357748143
1509,-40,242,0.4701569575006927
1510,-80,108,0.4699218790219424
1511,-130,40,0.46968691808243146
1512,-60,217,0.4694520746233903
1513,50,216,0.4692173485860786
1514,-140,20,0.4689827399117856
1515,-20,139,0.4687482485418297
1516,-40,124,0.4685138744175588
1517,-50,174,0.4682796174803501
1518,40,194,0.4680454776716099
1519,-110,61,0.46781145493277415
1520,-130,39,0.4675775492053078
1521,-90,54,0.4673437604307052
1522,-60,48,0.46711008855048985
1523,-80,119,0.4668765335062146
1524,-90,80,0.4666430952394615
1525,-70,183,0.46640977369184183
1526,180,300,0.4661765688049959
1527,-50,181,0.4659434805205934
1528,-50,84,0.46571050878033315
1529,-60,103,0.465477653525943
1530,30,173,0.46524491469918006
1531,-30,190,0.4650122922418305
1532,180,300,0.4647797860957096
1533,10,122,0.4645473962026618
1534,-120,53,0.4643151225045605
1535,0,108,0.4640829649433082
1536,-120,36,0.46385092346083656
1537,160,300,0.46361899799910616
1538,230,300,0.46338718850010663
1539,-10,280,0.4631554949058566
1540,-90,68,0.4629239171584037
1541,-150,28,0.46269245519982455
1542,-100,33,0.46246110897222464
1543,-80,72,0.46222987841773855
1544,-110,25,0.4619987634785297
1545,-60,85,0.46176776409679043
1546,-90,110,0.46153688021474204
1547,-40,114,0.4613061117746347
1548,-20,232,0.46107545871874744
1549,0,109,0.4608449209893881
1550,-100,71,0.46061449852889347
1551,-130,15,0.46038419127962904
1552,-100,77,0.46015399918398925
1553,0,171,0.45992392218439726
1554,0,214,0.4596939602233051
1555,-70,137,0.4594641132431935
1556,-80,147,0.4592343811865719
1557,160,300,0.4590047639959786
1558,-30,166,0.45877526161398063
1559,-40,284,0.45854587398317365
1560,-80,135,0.4583166010461821
1561,-120,16,0.45808744274565905
1562,-100,91,0.45785839902428627
1563,-100,38,0.45762946982477415
1564,-60,35,0.4574006550898618
1565,-120,28,0.45717195476231687
1566,20,78,0.45694336878493574
1567,-20,154,0.4567148971005433
1568,-70,212,0.45648653965199304
1569,-90,173,0.4562582963821671
1570,-10,168,0.45603016723397605
1571,-90,80,0.4558021521503591
1572,-120,90,0.4555742510742839
1573,0,119,0.4553464639487468
1574,180,300,0.4551187907167724
1575,-40,182,0.45489123132141407
1576,-90,101,0.4546637857057534
1577,-90,66,0.45443645381290054
1578,-100,37,0.45420923558599413
1579,-100,33,0.45398213096820117
1580,-60,30,0.4537551399027171
1581,160,300,0.4535282623327658
1582,20,241,0.45330149820159943
1583,-100,58,0.45307484745249865
1584,-130,25,0.4528483100287724
1585,-10,294,0.45262188587375807
1586,-20,178,0.4523955749308212
1587,-70,228,0.4521693771433558
1588,-110,44,0.45194329245478415
1589,-20,111,0.4517173208085568
1590,-150,25,0.45149146214815256
1591,-50,192,0.4512657164170785
1592,-30,187,0.45104008355887
1593,-50,200,0.4508145635170906
1594,-140,58,0.4505891562353321
1595,-100,24,0.4503638616572144
1596,-80,163,0.4501386797263858
1597,-40,116,0.44991361038652267
1598,-40,36,0.4496886535813294
1599,190,300,0.44946380925453877
1600,-90,73,0.44923907734991153
1601,150,300,0.4490144578112366
1602,-30,178,0.448789950582331
1603,-110,26,0.44856555560703987
1604,-120,26,0.44834127282923636
1605,-80,55,0.44811710219282175
1606,-80,40,0.4478930436417254
1607,-60,85,0.44766909711990455
1608,-80,90,0.4474452625713446
1609,-60,92,0.4472215399400589
1610,130,300,0.4469979291700889
1611,-40,201,0.4467744302055039
1612,-110,66,0.44655104299040116
1613,200,300,0.44632776746890596
1614,-70,115,0.4461046035851715
1615,-70,58,0.445881551283379
1616,0,70,0.4456586105077373
1617,-110,31,0.44543578120248345
1618,-40,168,0.4452130633118822
1619,-80,62,0.4449904567802263
1620,180,300,0.44476796155183623
1621,-80,83,0.44454557757106034
1622,-30,158,0.44432330478227483
1623,160,300,0.4441011431298837
1624,-120,56,0.44387909255831876
1625,-90,51,0.4436571530120396
1626,-30,218,0.44343532443553363
1627,-80,118,0.4432136067733159
1628,20,206,0.4429919999699293
1629,-40,213,0.44277050396994433
1630,-110,14,0.4425491187179594
1631,180,300,0.44232784415860044
1632,10,196,0.44210668023652117
1633,-100,89,0.4418856268964029
1634,180,300,0.44166468408295473
1635,-90,42,0.4414438517409133
1636,190,300,0.44122312981504286
1637,-80,35,0.44100251825013537
1638,-80,50,0.44078201699101033
1639,-20,122,0.44056162598251486
1640,140,300,0.4403413451695236
1641,-90,246,0.4401211744969389
1642,-20,161,0.43990111390969044
1643,190,300,0.4396811633527356
1644,190,300,0.43946132277105926
1645,180,300,0.43924159210967373
1646,-80,57,0.4390219713136189
1647,-40,125,0.4388024603279621
1648,20,85,0.43858305909779816
1649,-110,33,0.4383637675682493
1650,-20,244,0.4381445856844652
1651,-70,91,0.437925513391623
1652,-80,63,0.4377065506349272
1653,190,300,0.43748769735960974
1654,200,300,0.43726895351093
1655,-70,154,0.4370503190341745
1656,-20,127,0.4368317938746575
1657,-60,35,0.43661337797772015
1658,-100,70,0.43639507128873134
1659,-90,113,0.436176873753087
1660,-80,115,0.43595878531621046
1661,-80,71,0.43574080592355235
1662,20,166,0.4355229355205906
1663,-90,30,0.43530517405283037
1664,-30,109,0.435087521465804
1665,-80,159,0.43486997770507113
1666,-90,88,0.4346525427162186
1667,-60,26,0.43443521644486055
1668,-70,91,0.43421799883663814
1669,-100,39,0.43400088983721985
1670,-70,32,0.4337838893923013
1671,-60,122,0.43356699744760513
1672,-120,34,0.43335021394888135
1673,150,300,0.4331335388419069
1674,130,300,0.432916972072486
1675,-90,84,0.43270051358644973
1676,-80,65,0.43248416332965656
1677,180,300,0.43226792124799174
1678,-30,286,0.43205178728736776
1679,-130,56,0.4318357613937241
1680,-10,105,0.43161984351302723
1681,-100,69,0.4314040335912707
1682,-80,51,0.4311883315744751
1683,-50,75,0.4309727374086879
1684,-140,17,0.4307572510399836
1685,-50,105,0.4305418724144636
1686,-50,170,0.4303266014782564
1687,140,300,0.4301114381775173
1688,-80,221,0.42989638245842854
1689,-30,172,0.42968143426719935
1690,-150,35,0.4294665935500658
1691,-110,108,0.42925186025329076
1692,-120,40,0.42903723432316415
1693,180,300,0.4288227157060026
1694,-100,166,0.4286083043481496
1695,-90,41,0.42839400019597557
1696,-20,288,0.4281798031958776
1697,-90,102,0.4279657132942797
1698,-70,96,0.42775173043763254
1699,150,300,0.4275378545724137
1700,180,300,0.4273240856451275
1701,-40,117,0.427110423602305
1702,130,300,0.4268968683905039
1703,-40,192,0.42668341995630865
1704,-20,126,0.42647007824633054
1705,-80,40,0.4262568432072074
1706,-50,260,0.4260437147856038
1707,150,300,0.425830692928211
1708,140,300,0.42561777758174696
1709,-80,62,0.42540496869295613
1710,-40,261,0.42519226620860967
1711,-50,108,0.4249796700755054
1712,-130,162,0.42476718024046767
1713,-110,17,0.42455479665034745
1714,-110,66,0.4243425192520223
1715,-80,37,0.42413034799239635
1716,-100,34,0.42391828281840016
1717,-30,151,0.42370632367699096
1718,-100,47,0.4234944705151525
1719,10,188,0.4232827232798949
1720,-80,53,0.423071081918255
1721,-60,72,0.4228595463772959
1722,10,114,0.4226481166041073
1723,-70,50,0.42243679254580524
1724,-80,102,0.4222255741495324
1725,-30,161,0.4220144613624576
1726,190,300,0.42180345413177645
1727,-40,45,0.4215925524047106
1728,150,300,0.42138175612850826
1729,-140,28,0.421171065250444
1730,-50,126,0.4209604797178188
1731,-100,150,0.42074999947795994
1732,-30,131,0.42053962447822096
1733,-30,200,0.42032935466598187
1734,-70,103,0.4201191899886489
1735,240,300,0.4199091303936546
1736,-40,124,0.4196991758284578
1737,-50,55,0.4194893262405436
1738,-70,85,0.41927958157742334
1739,-50,179,0.41906994178663465
1740,-50,70,0.4188604068157413
1741,-50,182,0.41865097661233347
1742,170,300,0.4184416511240273
1743,-80,135,0.4182324302984653
1744,-110,135,0.4180233140833161
1745,-30,283,0.4178143024262745
1746,-30,188,0.41760539527506135
1747,-70,101,0.41739659257742384
